 -1.20000000e+04 4.09735980e+01 1.37840320e+01 1.65497489e+01 1.20359992e+01 6.00838629e+01 6.07312070e+00 3.10531038e+01 5.48745559e+00
 -1.19990000e+04 4.09735980e+01 1.37840320e+01 1.65591156e+01 1.20414628e+01 6.01353658e+01 6.06402649e+00 3.10749581e+01 5.49042104e+00
 -1.19980000e+04 4.09735980e+01 1.37840320e+01 1.65682013e+01 1.20465952e+01 6.01863819e+01 6.05473724e+00 3.10972862e+01 5.49327954e+00
 -1.19970000e+04 4.09735980e+01 1.37840320e+01 1.65770021e+01 1.20513992e+01 6.02369119e+01 6.04525748e+00 3.11200824e+01 5.49603305e+00
 -1.19960000e+04 4.09735980e+01 1.37840320e+01 1.65855141e+01 1.20558777e+01 6.02869559e+01 6.03559178e+00 3.11433404e+01 5.49868353e+00
 -1.19950000e+04 4.09735980e+01 1.37840320e+01 1.65937332e+01 1.20600336e+01 6.03365145e+01 6.02574466e+00 3.11670544e+01 5.50123292e+00
 -1.19940000e+04 4.09735980e+01 1.37840320e+01 1.66016556e+01 1.20638697e+01 6.03855880e+01 6.01572068e+00 3.11912183e+01 5.50368319e+00
 -1.19930000e+04 4.09735980e+01 1.37840320e+01 1.66092772e+01 1.20673890e+01 6.04341769e+01 6.00552438e+00 3.12158262e+01 5.50603629e+00
 -1.19920000e+04 4.09735980e+01 1.37840320e+01 1.66165943e+01 1.20705943e+01 6.04822816e+01 5.99516031e+00 3.12408721e+01 5.50829417e+00
 -1.19910000e+04 4.09735980e+01 1.37840320e+01 1.66236027e+01 1.20734885e+01 6.05299024e+01 5.98463301e+00 3.12663499e+01 5.51045880e+00
 -1.19900000e+04 4.09735980e+01 1.37840320e+01 1.66302986e+01 1.20760744e+01 6.05770398e+01 5.97394703e+00 3.12922536e+01 5.51253212e+00
 -1.19890000e+04 4.09735980e+01 1.37840320e+01 1.66366781e+01 1.20783550e+01 6.06236943e+01 5.96310691e+00 3.13185773e+01 5.51451610e+00
 -1.19880000e+04 4.09735980e+01 1.37840320e+01 1.66427371e+01 1.20803331e+01 6.06698661e+01 5.95211720e+00 3.13453150e+01 5.51641269e+00
 -1.19870000e+04 4.09735980e+01 1.37840320e+01 1.66484718e+01 1.20820116e+01 6.07155557e+01 5.94098245e+00 3.13724607e+01 5.51822384e+00
 -1.19860000e+04 4.09735980e+01 1.37840320e+01 1.66538781e+01 1.20833934e+01 6.07607636e+01 5.92970719e+00 3.14000083e+01 5.51995151e+00
 -1.19850000e+04 4.09735980e+01 1.37840320e+01 1.66589522e+01 1.20844814e+01 6.08054901e+01 5.91829598e+00 3.14279519e+01 5.52159766e+00
 -1.19840000e+04 4.09735980e+01 1.37840320e+01 1.66636902e+01 1.20852784e+01 6.08497356e+01 5.90675335e+00 3.14562855e+01 5.52316425e+00
 -1.19830000e+04 4.09735980e+01 1.37840320e+01 1.66680879e+01 1.20857873e+01 6.08935006e+01 5.89508386e+00 3.14850031e+01 5.52465321e+00
 -1.19820000e+04 4.09735980e+01 1.37840320e+01 1.66721416e+01 1.20860110e+01 6.09367855e+01 5.88329205e+00 3.15140987e+01 5.52606653e+00
 -1.19810000e+04 4.09735980e+01 1.37840320e+01 1.66758472e+01 1.20859523e+01 6.09795906e+01 5.87138247e+00 3.15435663e+01 5.52740614e+00
 -1.19800000e+04 4.09735980e+01 1.37840320e+01 1.66792009e+01 1.20856142e+01 6.10219163e+01 5.85935966e+00 3.15733999e+01 5.52867401e+00
 -1.19790000e+04 4.09735980e+01 1.37840320e+01 1.66821987e+01 1.20849995e+01 6.10637632e+01 5.84722816e+00 3.16035934e+01 5.52987209e+00
 -1.19780000e+04 4.09735980e+01 1.37840320e+01 1.66848366e+01 1.20841111e+01 6.11051315e+01 5.83499253e+00 3.16341410e+01 5.53100233e+00
 -1.19770000e+04 4.09735980e+01 1.37840320e+01 1.66871107e+01 1.20829519e+01 6.11460218e+01 5.82265730e+00 3.16650366e+01 5.53206670e+00
 -1.19760000e+04 4.09735980e+01 1.37840320e+01 1.66890170e+01 1.20815248e+01 6.11864343e+01 5.81022702e+00 3.16962742e+01 5.53306714e+00
 -1.19750000e+04 4.09735980e+01 1.37840320e+01 1.66905516e+01 1.20798326e+01 6.12263696e+01 5.79770624e+00 3.17278479e+01 5.53400562e+00
 -1.19740000e+04 4.09735980e+01 1.37840320e+01 1.66917106e+01 1.20778782e+01 6.12658280e+01 5.78509950e+00 3.17597515e+01 5.53488409e+00
 -1.19730000e+04 4.09735980e+01 1.37840320e+01 1.66924900e+01 1.20756644e+01 6.13048099e+01 5.77241135e+00 3.17919792e+01 5.53570450e+00
 -1.19720000e+04 4.09735980e+01 1.37840320e+01 1.66928859e+01 1.20731943e+01 6.13433158e+01 5.75964634e+00 3.18245249e+01 5.53646882e+00
 -1.19710000e+04 4.09735980e+01 1.37840320e+01 1.66928943e+01 1.20704706e+01 6.13813460e+01 5.74680900e+00 3.18573827e+01 5.53717899e+00
 -1.19700000e+04 4.09735980e+01 1.37840320e+01 1.66925113e+01 1.20674962e+01 6.14189010e+01 5.73390389e+00 3.18905465e+01 5.53783697e+00
 -1.19690000e+04 4.09735980e+01 1.37840320e+01 1.66917329e+01 1.20642740e+01 6.14559811e+01 5.72093554e+00 3.19240103e+01 5.53844472e+00
 -1.19680000e+04 4.09735980e+01 1.37840320e+01 1.66905552e+01 1.20608068e+01 6.14925868e+01 5.70790851e+00 3.19577682e+01 5.53900420e+00
 -1.19670000e+04 4.09735980e+01 1.37840320e+01 1.66889742e+01 1.20570977e+01 6.15287185e+01 5.69482734e+00 3.19918141e+01 5.53951735e+00
 -1.19660000e+04 4.09735980e+01 1.37840320e+01 1.66869861e+01 1.20531493e+01 6.15643766e+01 5.68169658e+00 3.20261421e+01 5.53998614e+00
 -1.19650000e+04 4.09735980e+01 1.37840320e+01 1.66845868e+01 1.20489647e+01 6.15995615e+01 5.66852076e+00 3.20607462e+01 5.54041252e+00
 -1.19640000e+04 4.09735980e+01 1.37840320e+01 1.66817724e+01 1.20445467e+01 6.16342737e+01 5.65530444e+00 3.20956203e+01 5.54079845e+00
 -1.19630000e+04 4.09735980e+01 1.37840320e+01 1.66785390e+01 1.20398981e+01 6.16685134e+01 5.64205217e+00 3.21307585e+01 5.54114588e+00
 -1.19620000e+04 4.09735980e+01 1.37840320e+01 1.66748826e+01 1.20350219e+01 6.17022811e+01 5.62876847e+00 3.21661547e+01 5.54145677e+00
 -1.19610000e+04 4.09735980e+01 1.37840320e+01 1.66707993e+01 1.20299208e+01 6.17355773e+01 5.61545791e+00 3.22018030e+01 5.54173307e+00
 -1.19600000e+04 4.09735980e+01 1.37840320e+01 1.66662852e+01 1.20245979e+01 6.17684024e+01 5.60212503e+00 3.22376974e+01 5.54197674e+00
 -1.19590000e+04 4.09735980e+01 1.37840320e+01 1.66613362e+01 1.20190560e+01 6.18007566e+01 5.58877437e+00 3.22738319e+01 5.54218974e+00
 -1.19580000e+04 4.09735980e+01 1.37840320e+01 1.66559485e+01 1.20132979e+01 6.18326406e+01 5.57541048e+00 3.23102005e+01 5.54237402e+00
 -1.19570000e+04 4.09735980e+01 1.37840320e+01 1.66501180e+01 1.20073265e+01 6.18640546e+01 5.56203790e+00 3.23467971e+01 5.54253153e+00
 -1.19560000e+04 4.09735980e+01 1.37840320e+01 1.66438410e+01 1.20011448e+01 6.18949991e+01 5.54866117e+00 3.23836159e+01 5.54266424e+00
 -1.19550000e+04 4.09735980e+01 1.37840320e+01 1.66371133e+01 1.19947555e+01 6.19254745e+01 5.53528485e+00 3.24206508e+01 5.54277409e+00
 -1.19540000e+04 4.09735980e+01 1.37840320e+01 1.66299311e+01 1.19881616e+01 6.19554812e+01 5.52191348e+00 3.24578957e+01 5.54286305e+00
 -1.19530000e+04 4.09735980e+01 1.37840320e+01 1.66222904e+01 1.19813659e+01 6.19850196e+01 5.50855161e+00 3.24953448e+01 5.54293307e+00
 -1.19520000e+04 4.09735980e+01 1.37840320e+01 1.66141874e+01 1.19743713e+01 6.20140901e+01 5.49520377e+00 3.25329920e+01 5.54298611e+00
 -1.19510000e+04 4.09735980e+01 1.37840320e+01 1.66056179e+01 1.19671808e+01 6.20426931e+01 5.48187452e+00 3.25708312e+01 5.54302412e+00
 -1.19500000e+04 4.09735980e+01 1.37840320e+01 1.65965781e+01 1.19597971e+01 6.20708290e+01 5.46856840e+00 3.26088566e+01 5.54304905e+00
 -1.19490000e+04 4.09735980e+01 1.37840320e+01 1.65870641e+01 1.19522232e+01 6.20984983e+01 5.45528995e+00 3.26470622e+01 5.54306287e+00
 -1.19480000e+04 4.09735980e+01 1.37840320e+01 1.65770719e+01 1.19444618e+01 6.21257014e+01 5.44204372e+00 3.26854418e+01 5.54306752e+00
 -1.19470000e+04 4.09735980e+01 1.37840320e+01 1.65665975e+01 1.19365160e+01 6.21524386e+01 5.42883426e+00 3.27239896e+01 5.54306497e+00
 -1.19460000e+04 4.09735980e+01 1.37840320e+01 1.65556371e+01 1.19283886e+01 6.21787103e+01 5.41566611e+00 3.27626995e+01 5.54305717e+00
 -1.19450000e+04 4.09735980e+01 1.37840320e+01 1.65441866e+01 1.19200825e+01 6.22045171e+01 5.40254382e+00 3.28015656e+01 5.54304607e+00
 -1.19440000e+04 4.09735980e+01 1.37840320e+01 1.65322421e+01 1.19116004e+01 6.22298592e+01 5.38947193e+00 3.28405818e+01 5.54303364e+00
 -1.19430000e+04 4.09735980e+01 1.37840320e+01 1.65197998e+01 1.19029454e+01 6.22547371e+01 5.37645499e+00 3.28797421e+01 5.54302182e+00
 -1.19420000e+04 4.09735980e+01 1.37840320e+01 1.65068555e+01 1.18941203e+01 6.22791512e+01 5.36349753e+00 3.29190406e+01 5.54301258e+00
 -1.19410000e+04 4.09735980e+01 1.37840320e+01 1.64934054e+01 1.18851280e+01 6.23031019e+01 5.35060412e+00 3.29584713e+01 5.54300786e+00
 -1.19400000e+04 4.09735980e+01 1.37840320e+01 1.64794456e+01 1.18759713e+01 6.23265896e+01 5.33777929e+00 3.29980281e+01 5.54300963e+00
 -1.19390000e+04 4.09735980e+01 1.37840320e+01 1.64649721e+01 1.18666531e+01 6.23496148e+01 5.32502759e+00 3.30377050e+01 5.54301984e+00
 -1.19380000e+04 4.09735980e+01 1.37840320e+01 1.64499810e+01 1.18571764e+01 6.23721778e+01 5.31235356e+00 3.30774962e+01 5.54304044e+00
 -1.19370000e+04 4.09735980e+01 1.37840320e+01 1.64344682e+01 1.18475439e+01 6.23942790e+01 5.29976175e+00 3.31173955e+01 5.54307339e+00
 -1.19360000e+04 4.09735980e+01 1.37840320e+01 1.64184299e+01 1.18377586e+01 6.24159189e+01 5.28725671e+00 3.31573969e+01 5.54312066e+00
 -1.19350000e+04 4.09735980e+01 1.37840320e+01 1.64018622e+01 1.18278233e+01 6.24370978e+01 5.27484297e+00 3.31974946e+01 5.54318418e+00
 -1.19340000e+04 4.09735980e+01 1.37840320e+01 1.63847610e+01 1.18177409e+01 6.24578162e+01 5.26252509e+00 3.32376824e+01 5.54326593e+00
 -1.19330000e+04 4.09735980e+01 1.37840320e+01 1.63671225e+01 1.18075144e+01 6.24780745e+01 5.25030761e+00 3.32779544e+01 5.54336785e+00
 -1.19320000e+04 4.09735980e+01 1.37840320e+01 1.63489426e+01 1.17971465e+01 6.24978731e+01 5.23819508e+00 3.33183047e+01 5.54349189e+00
 -1.19310000e+04 4.09735980e+01 1.37840320e+01 1.63302175e+01 1.17866401e+01 6.25172123e+01 5.22619203e+00 3.33587271e+01 5.54364003e+00
 -1.19300000e+04 4.09735980e+01 1.37840320e+01 1.63109432e+01 1.17759982e+01 6.25360927e+01 5.21430302e+00 3.33992156e+01 5.54381420e+00
 -1.19290000e+04 4.09735980e+01 1.37840320e+01 1.62911157e+01 1.17652236e+01 6.25545145e+01 5.20253260e+00 3.34397644e+01 5.54401638e+00
 -1.19280000e+04 4.09735980e+01 1.37840320e+01 1.62707312e+01 1.17543191e+01 6.25724783e+01 5.19088530e+00 3.34803674e+01 5.54424850e+00
 -1.19270000e+04 4.09735980e+01 1.37840320e+01 1.62497856e+01 1.17432877e+01 6.25899845e+01 5.17936567e+00 3.35210187e+01 5.54451254e+00
 -1.19260000e+04 4.09735980e+01 1.37840320e+01 1.62282750e+01 1.17321323e+01 6.26070333e+01 5.16797826e+00 3.35617121e+01 5.54481044e+00
 -1.19250000e+04 4.09735980e+01 1.37840320e+01 1.62061956e+01 1.17208556e+01 6.26236253e+01 5.15672761e+00 3.36024417e+01 5.54514416e+00
 -1.19240000e+04 4.09735980e+01 1.37840320e+01 1.61835432e+01 1.17094607e+01 6.26397609e+01 5.14561828e+00 3.36432016e+01 5.54551565e+00
 -1.19230000e+04 4.09735980e+01 1.37840320e+01 1.61603141e+01 1.16979503e+01 6.26554404e+01 5.13465479e+00 3.36839857e+01 5.54592688e+00
 -1.19220000e+04 4.09735980e+01 1.37840320e+01 1.61365041e+01 1.16863274e+01 6.26706643e+01 5.12384170e+00 3.37247880e+01 5.54637980e+00
 -1.19210000e+04 4.09735980e+01 1.37840320e+01 1.61121095e+01 1.16745948e+01 6.26854329e+01 5.11318356e+00 3.37656025e+01 5.54687635e+00
