Sample ID	X intensity	Y intensity	Z intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Declination: Unrotated	Inclination: Unrotated	Intensity	X mean	Y mean	Z mean	X drift	Y drift	Z drift	Z intensity	Temp C	Run #	Area	Depth	X corr	Y corr	Z corr	# MM averaged	Treatment Type	AF X	AF Y	AF Z	ARM Gauss	ARM axis	Meas. type	Drift corrected	Tray corrected
C5H	-4.0891E-6	3.0141E-6	1.3604E-4	0.00	90.00	0.00	0.00	143.61	87.86	1.3613E-4	-6.3552E-5	4.7647E-5	3.4480E-3	1.1166E-9	-1.6350E-10	-3.1408E-9	1.3604E-4	NA	25020	3.80	0.27	-6.3553E-5	4.7647E-5	3.4480E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-3.5407E-6	3.0572E-6	1.3587E-4	0.00	90.00	0.00	0.00	139.19	88.03	1.3596E-4	-5.5028E-5	4.8328E-5	3.4439E-3	1.1525E-9	-1.6876E-10	-3.2418E-9	1.3587E-4	NA	25020	3.80	0.28	-5.5030E-5	4.8329E-5	3.4439E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-3.6350E-6	3.0475E-6	1.3563E-4	0.00	90.00	0.00	0.00	140.02	88.00	1.3571E-4	-5.6495E-5	4.8175E-5	3.4377E-3	1.1884E-9	-1.7402E-10	-3.3429E-9	1.3563E-4	NA	25020	3.80	0.29	-5.6496E-5	4.8175E-5	3.4377E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-4.5998E-6	2.9546E-6	1.3500E-4	0.00	90.00	0.00	0.00	147.29	87.68	1.3511E-4	-7.1489E-5	4.6706E-5	3.4217E-3	1.2244E-9	-1.7928E-10	-3.4440E-9	1.3500E-4	NA	25020	3.80	0.30	-7.1490E-5	4.6706E-5	3.4217E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-6.0576E-6	2.7781E-6	1.3367E-4	0.00	90.00	0.00	0.00	155.36	87.15	1.3384E-4	-9.4146E-5	4.3917E-5	3.3881E-3	1.2592E-9	-1.8438E-10	-3.5420E-9	1.3367E-4	NA	25020	3.80	0.31	-9.4148E-5	4.3917E-5	3.3881E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-6.3229E-6	2.5632E-6	1.3144E-4	0.00	90.00	0.00	0.00	157.93	87.03	1.3162E-4	-9.8269E-5	4.0519E-5	3.3315E-3	1.2951E-9	-1.8964E-10	-3.6430E-9	1.3144E-4	NA	25020	3.80	0.32	-9.8270E-5	4.0519E-5	3.3315E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-3.4323E-6	2.2532E-6	1.2837E-4	0.00	90.00	0.00	0.00	146.72	88.17	1.2844E-4	-5.3343E-5	3.5619E-5	3.2537E-3	1.3310E-9	-1.9490E-10	-3.7440E-9	1.2837E-4	NA	25020	3.80	0.33	-5.3345E-5	3.5619E-5	3.2537E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	2.9029E-6	1.5560E-6	1.2531E-4	0.00	90.00	0.00	0.00	28.19	88.49	1.2535E-4	4.5118E-5	2.4596E-5	3.1760E-3	1.3670E-9	-2.0016E-10	-3.8451E-9	1.2531E-4	NA	25020	3.80	0.34	4.5117E-5	2.4597E-5	3.1760E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	9.9581E-6	5.6369E-7	1.2373E-4	0.00	90.00	0.00	0.00	3.24	85.39	1.2413E-4	1.5477E-4	8.9105E-6	3.1359E-3	1.4018E-9	-2.0526E-10	-3.9431E-9	1.2373E-4	NA	25020	3.80	0.35	1.5477E-4	8.9107E-6	3.1359E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	1.4668E-5	-3.4375E-7	1.2410E-4	0.00	90.00	0.00	0.00	358.66	83.26	1.2497E-4	2.2797E-4	-5.4341E-6	3.1455E-3	1.4377E-9	-2.1052E-10	-4.0441E-9	1.2410E-4	NA	25020	3.80	0.36	2.2797E-4	-5.4339E-6	3.1455E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
