Depth,0.0150000,0.0200000,0.0250000,0.0300000,0.0400000,0.0500000,0.0600000,0.0800000,0.100000,mean ratio,slope,r,r-squared,normalizer
210,0.00601279,0.00598213,,0.00627802,0.00704990,0.00665683,0.00657929,0.00484641,0.00350717,0.00586407,0.00602004,0.997700,0.995406,8.02535
211,0.00588464,0.00586503,,0.00616772,0.00691830,0.00654789,0.00645487,0.00477285,0.00334509,0.00574455,0.00589644,0.997592,0.995190,8.07760
212,0.00584219,0.00583268,,0.00612853,0.00686709,0.00650002,0.00637572,0.00474451,0.00326190,0.00569408,0.00586183,0.997567,0.995140,7.99681
213,0.00583321,0.00583481,,0.00611192,0.00684839,0.00647915,0.00632947,0.00474968,0.00330211,0.00568609,0.00585939,0.997602,0.995210,7.82318
214,0.00583250,0.00582936,,0.00608338,0.00682409,0.00646087,0.00630909,0.00477143,0.00343518,0.00569324,0.00585544,0.997691,0.995387,7.62484
215,0.00582152,0.00581700,,0.00604083,0.00679400,0.00645316,0.00632117,0.00480692,0.00365007,0.00571308,0.00583662,0.997779,0.995563,7.46917
216,0.00580839,0.00579932,,0.00599871,0.00675920,0.00645666,0.00634896,0.00484377,0.00384735,0.00573279,0.00581278,0.997853,0.995710,7.41667
217,0.00577240,0.00576200,,0.00594273,0.00669229,0.00643230,0.00634438,0.00484760,0.00391484,0.00571357,0.00577083,0.997924,0.995853,7.51177
218,0.00567196,0.00566090,,0.00582378,0.00654113,0.00633947,0.00627402,0.00478994,0.00381042,0.00561395,0.00566713,0.998004,0.996013,7.75989
219,0.00550076,0.00549560,,0.00564030,0.00630342,0.00616944,0.00611841,0.00464389,0.00356352,0.00542942,0.00549895,0.998081,0.996166,8.08701
220,0.00530709,0.00530092,,0.00543266,0.00603946,0.00596615,0.00592300,0.00443544,0.00324969,0.00520680,0.00530852,0.998128,0.996259,8.39977
221,0.00513588,0.00512770,,0.00525234,0.00582120,0.00578258,0.00573963,0.00423117,0.00299325,0.00501047,0.00514032,0.998129,0.996261,8.65156
222,0.00500200,0.00498913,,0.00510612,0.00565749,0.00563979,0.00559613,0.00408842,0.00283128,0.00486379,0.00500555,0.998122,0.996248,8.84984
223,0.00489006,0.00487118,,0.00497847,0.00552370,0.00551660,0.00547821,0.00400538,0.00273952,0.00475039,0.00488966,0.998134,0.996272,9.06100
224,0.00475577,0.00473161,,0.00483075,0.00536590,0.00537177,0.00534565,0.00393121,0.00268006,0.00462659,0.00474975,0.998153,0.996310,9.37469
225,0.00455300,0.00453005,,0.00462588,0.00513449,0.00516950,0.00515631,0.00380937,0.00265846,0.00445463,0.00454151,0.998170,0.996343,9.84990
226,0.00429630,0.00427659,,0.00437924,0.00484243,0.00491048,0.00491067,0.00364286,0.00259045,0.00423113,0.00428135,0.998162,0.996328,10.5578
227,0.00404268,0.00402733,,0.00414921,0.00454939,0.00464465,0.00466054,0.00353083,0.00260603,0.00402633,0.00402379,0.998213,0.996430,11.3495
228,0.00393641,0.00391636,,0.00398398,0.00432649,0.00445127,0.00447747,0.00352494,0.00275099,0.00392099,0.00391380,0.998654,0.997309,12.3157
229,0.00394852,0.00392721,,0.00393730,0.00417988,0.00435532,0.00437344,0.00362940,0.00296041,0.00391394,0.00392757,0.999176,0.998352,13.5560
230,0.00406803,0.00404554,,0.00397105,0.00408253,0.00428845,0.00431306,0.00370623,0.00313652,0.00395143,0.00406050,0.999573,0.999147,14.9775
231,0.00424490,0.00420389,,0.00411426,0.00413646,0.00429774,0.00431015,0.00378460,0.00334673,0.00405484,0.00425025,0.999736,0.999472,16.5217
232,0.00445368,0.00442679,,0.00430438,0.00423014,0.00437952,0.00439239,0.00401365,0.00362042,0.00422762,0.00447670,0.999745,0.999491,17.8837
233,0.00476667,0.00471918,,0.00455239,0.00446104,0.00461928,0.00463080,0.00443507,0.00412037,0.00453810,0.00477146,0.999550,0.999100,18.9162
234,0.00512661,0.00509160,,0.00492005,0.00485475,0.00505064,0.00508511,0.00508380,0.00478849,0.00500013,0.00510519,0.999571,0.999142,19.3448
235,0.00565900,0.00565140,,0.00539455,0.00533554,0.00556457,0.00562422,0.00577408,0.00547739,0.00556009,0.00562822,0.999349,0.998698,18.6139
236,0.00593206,0.00597310,,0.00577211,0.00571262,0.00596730,0.00604623,0.00627716,0.00589291,0.00594669,0.00590511,0.999626,0.999252,17.4659
237,0.00582711,0.00589464,,0.00579227,0.00572969,0.00598659,0.00607375,0.00623865,0.00581282,0.00591944,0.00580865,0.999819,0.999639,16.2454
238,0.00539307,0.00543757,,0.00541256,0.00535154,0.00562053,0.00567520,0.00566536,0.00519530,0.00546889,0.00537885,0.999857,0.999714,15.0291
239,0.00477845,0.00489063,,0.00493253,0.00491001,0.00510082,0.00510598,0.00485515,0.00444652,0.00487751,0.00480948,0.999637,0.999274,13.7369
240,0.00429175,0.00438536,,0.00460505,0.00467700,0.00481379,0.00472149,0.00417550,0.00376231,0.00442903,0.00431882,0.998658,0.997319,12.3908
241,0.00410574,0.00422622,,0.00457812,0.00473507,0.00484990,0.00470107,0.00376385,0.00314312,0.00426289,0.00414428,0.996854,0.993717,10.8485
242,0.00421684,0.00443150,,0.00503760,0.00520180,0.00524644,0.00503346,0.00370822,0.00275496,0.00445385,0.00428430,0.993536,0.987114,9.37739
243,0.00458335,0.00488231,,0.00562938,0.00580506,0.00587785,0.00564323,0.00398534,0.00262900,0.00487944,0.00467120,0.991838,0.983742,8.35935
244,0.00504328,0.00537414,,0.00626112,0.00645012,0.00653968,0.00630976,0.00440392,0.00269592,0.00538474,0.00513444,0.991253,0.982582,7.57845
245,0.00551191,0.00587469,,0.00686060,0.00708249,0.00720445,0.00697805,0.00492811,0.00286052,0.00591260,0.00560254,0.991169,0.982417,6.99275
246,0.00593537,0.00632837,,0.00736220,0.00760830,0.00777404,0.00756400,0.00545103,0.00311718,0.00639256,0.00602548,0.991497,0.983066,6.53449
247,0.00625495,0.00667257,,0.00769741,0.00799869,0.00816070,0.00796423,0.00584017,0.00340970,0.00674980,0.00634619,0.992004,0.984071,6.07629
248,0.00646398,0.00689067,,0.00788393,0.00824020,0.00840832,0.00821854,0.00602787,0.00371367,0.00698090,0.00655281,0.992492,0.985040,5.56303
257,0.00567458,0.00601237,,0.00675357,0.00703609,0.00750738,0.00715865,0.00445389,0.00307433,0.00595886,0.00577259,0.993235,0.986516,7.03622
258,0.00577303,0.00612887,,0.00691214,0.00722171,0.00768118,0.00736260,0.00462129,0.00310442,0.00610065,0.00587138,0.992824,0.985699,6.96757
259,0.00590034,0.00627652,,0.00709630,0.00742753,0.00786483,0.00758544,0.00476797,0.00304501,0.00624549,0.00600478,0.992453,0.984963,6.76963
260,0.00607920,0.00646533,,0.00732671,0.00767518,0.00811684,0.00785212,0.00489599,0.00292383,0.00641690,0.00619006,0.992143,0.984347,6.47686
261,0.00630554,0.00670472,,0.00761298,0.00797937,0.00844452,0.00817185,0.00504212,0.00281667,0.00663472,0.00642380,0.991845,0.983756,6.14137
262,0.00655298,0.00695915,,0.00791771,0.00828768,0.00879210,0.00854341,0.00524368,0.00279979,0.00688706,0.00667384,0.991691,0.983451,5.86956
263,0.00681462,0.00722996,,0.00824604,0.00863836,0.00917538,0.00896249,0.00552848,0.00289822,0.00718669,0.00693220,0.991530,0.983131,5.68963
264,0.00716523,0.00760900,,0.00870729,0.00913733,0.00969884,0.00952009,0.00594664,0.00308245,0.00760836,0.00728241,0.991221,0.982519,5.47362
265,0.00766789,0.00815708,,0.00937679,0.00985686,0.0104704,0.0102934,0.00650866,0.00330888,0.00820500,0.00778789,0.990753,0.981592,5.10111
266,0.00822898,0.00876722,,0.0101275,0.0106664,0.0113328,0.0111295,0.00710487,0.00352067,0.00885975,0.00835432,0.990223,0.980541,4.64580
267,0.00848053,0.00905254,,0.0104877,0.0110782,0.0117814,0.0115595,0.00744056,0.00355281,0.00917916,0.00860775,0.989720,0.979545,4.37587
268,0.00810801,0.00868053,,0.0100846,0.0106775,0.0113664,0.0111583,0.00726153,0.00338430,0.00884015,0.00822738,0.989206,0.978528,4.53799
269,0.00747914,0.00802307,,0.00933804,0.00991336,0.0105642,0.0103939,0.00686848,0.00339696,0.00824713,0.00757718,0.988965,0.978052,5.00411
270,0.00704189,0.00756349,,0.00883402,0.00939593,0.0100187,0.00989352,0.00664648,0.00372233,0.00788954,0.00711408,0.988855,0.977834,5.47531
271,0.00691818,0.00742955,,0.00869601,0.00925262,0.00985920,0.00978784,0.00665774,0.00411179,0.00783912,0.00697144,0.988988,0.978096,5.74702
272,0.00699003,0.00751663,,0.00880455,0.00936433,0.00996546,0.00991925,0.00677810,0.00428636,0.00795309,0.00704183,0.988954,0.978030,5.81539
273,0.00714101,0.00768173,,0.00899286,0.00955416,0.0101586,0.0101096,0.00687736,0.00425243,0.00809597,0.00720060,0.988942,0.978006,5.72164
274,0.00732490,0.00788132,,0.00920456,0.00978541,0.0103983,0.0103135,0.00696548,0.00417701,0.00825631,0.00739529,0.988972,0.978065,5.52168
275,0.00760535,0.00816945,,0.00953616,0.0101519,0.0107927,0.0106584,0.00716412,0.00426945,0.00854345,0.00767818,0.989004,0.978130,5.24941
276,0.00795211,0.00853984,,0.00997484,0.0106312,0.0113338,0.0111687,0.00751189,0.00457511,0.00896095,0.00802120,0.988917,0.977957,4.97138
277,0.00827724,0.00888566,,0.0103971,0.0110996,0.0118419,0.0117151,0.00790435,0.00496752,0.00938606,0.00833646,0.988774,0.977674,4.78766
278,0.00847459,0.00910253,,0.0106634,0.0113853,0.0121554,0.0120800,0.00818934,0.00516976,0.00965254,0.00852901,0.988620,0.977370,4.74588
279,0.00859492,0.00923097,,0.0108126,0.0115297,0.0123086,0.0122490,0.00831687,0.00512379,0.00977082,0.00865308,0.988635,0.977400,4.78046
280,0.00865623,0.00929948,,0.0108850,0.0115802,0.0123463,0.0122723,0.00830338,0.00494562,0.00978607,0.00872652,0.988738,0.977602,4.84692
281,0.00861954,0.00925154,,0.0108162,0.0114803,0.0122335,0.0121160,0.00815458,0.00473773,0.00967617,0.00869837,0.989025,0.978170,4.93980
282,0.00848246,0.00909724,,0.0106084,0.0112341,0.0119874,0.0118253,0.00792912,0.00459618,0.00947003,0.00856543,0.989451,0.979014,5.03558
283,0.00830258,0.00889253,,0.0103527,0.0109468,0.0116986,0.0114941,0.00771849,0.00453302,0.00924234,0.00838287,0.989864,0.979830,5.09927
284,0.00816251,0.00873425,,0.0101464,0.0107165,0.0114675,0.0112490,0.00755815,0.00447979,0.00906426,0.00824088,0.990251,0.980598,5.08677
285,0.00816336,0.00870496,,0.0100897,0.0106369,0.0113941,0.0111588,0.00748865,0.00446913,0.00901320,0.00823774,0.990796,0.981677,5.00329
286,0.00827476,0.00878742,,0.0101679,0.0106959,0.0114304,0.0111991,0.00754915,0.00457199,0.00908457,0.00834495,0.991385,0.982843,4.95108
287,0.00839798,0.00889606,,0.0102840,0.0108070,0.0115067,0.0113022,0.00769878,0.00476937,0.00920776,0.00846309,0.991805,0.983678,5.03384
288,0.00845785,0.00894894,,0.0103359,0.0108687,0.0115567,0.0114089,0.00788305,0.00502387,0.00931048,0.00851154,0.992107,0.984276,5.21278
289,0.00843622,0.00892672,,0.0103069,0.0108552,0.0115630,0.0114348,0.00801100,0.00526816,0.00935026,0.00847712,0.992255,0.984571,5.38920
290,0.00834685,0.00883692,,0.0101890,0.0107480,0.0114788,0.0113651,0.00799316,0.00531287,0.00928384,0.00838148,0.992350,0.984758,5.51364
291,0.00823835,0.00871636,,0.0100292,0.0105857,0.0113467,0.0112128,0.00784286,0.00513790,0.00913873,0.00827247,0.992463,0.984984,5.57716
292,0.00821073,0.00867595,,0.00996969,0.0105219,0.0113007,0.0111452,0.00773956,0.00491063,0.00905929,0.00824730,0.992542,0.985139,5.56482
293,0.00833571,0.00879259,,0.0101043,0.0106616,0.0114495,0.0112697,0.00779072,0.00479092,0.00914937,0.00837474,0.992567,0.985189,5.48181
294,0.00860029,0.00905387,,0.0104195,0.0109806,0.0117664,0.0115756,0.00801072,0.00484100,0.00940599,0.00864070,0.992585,0.985225,5.36228
295,0.00891930,0.00938835,,0.0108309,0.0114047,0.0121680,0.0119402,0.00835683,0.00500992,0.00975228,0.00896465,0.992467,0.984990,5.24334
296,0.00918469,0.00967163,,0.0112030,0.0117979,0.0125315,0.0122468,0.00864725,0.00513281,0.0100519,0.00923544,0.992154,0.984369,5.14562
297,0.00931003,0.00981925,,0.0114190,0.0120454,0.0127628,0.0124115,0.00879268,0.00511941,0.0102100,0.00936732,0.991652,0.983374,5.08148
298,0.00931432,0.00984965,,0.0114930,0.0121595,0.0128761,0.0124895,0.00877770,0.00495426,0.0102392,0.00937920,0.990991,0.982063,5.03664
299,0.00931024,0.00987560,,0.0115300,0.0122403,0.0129922,0.0126166,0.00871641,0.00477236,0.0102567,0.00938185,0.990433,0.980957,4.98697
300,0.00933299,0.00992342,,0.0115585,0.0123167,0.0131163,0.0128023,0.00870116,0.00464570,0.0102996,0.00940698,0.990156,0.980408,4.94401
301,0.00932026,0.00992800,,0.0115188,0.0123100,0.0131420,0.0129120,0.00872123,0.00459366,0.0103057,0.00939305,0.990162,0.980421,4.93868
302,0.00926413,0.00987363,,0.0114215,0.0122305,0.0130646,0.0128956,0.00876985,0.00464365,0.0102704,0.00933049,0.990349,0.980791,4.97478
303,0.00917472,0.00977515,,0.0112880,0.0120968,0.0129215,0.0127970,0.00880927,0.00479464,0.0102071,0.00923072,0.990627,0.981341,5.04056
304,0.00904060,0.00962411,,0.0111075,0.0118924,0.0127002,0.0126096,0.00871665,0.00493090,0.0100777,0.00908863,0.990895,0.981873,5.13907
305,0.00886541,0.00943819,,0.0108896,0.0116385,0.0124235,0.0123530,0.00846275,0.00494454,0.00987693,0.00891429,0.991043,0.982167,5.25513
306,0.00868772,0.00924995,,0.0106740,0.0113833,0.0121473,0.0120708,0.00808505,0.00476963,0.00963348,0.00874502,0.991049,0.982179,5.36262
307,0.00852819,0.00908957,,0.0104943,0.0111741,0.0119100,0.0118166,0.00768049,0.00441806,0.00938891,0.00860128,0.990849,0.981781,5.44903
308,0.00841280,0.00896930,,0.0103703,0.0110338,0.0117481,0.0116192,0.00735073,0.00408132,0.00919820,0.00849828,0.990589,0.981266,5.51373
309,0.00833194,0.00889135,,0.0103000,0.0109556,0.0116489,0.0114706,0.00715955,0.00393219,0.00908626,0.00842575,0.990323,0.980740,5.56827
310,0.00828132,0.00883764,,0.0102495,0.0108933,0.0115748,0.0113220,0.00712909,0.00389478,0.00902280,0.00837783,0.990268,0.980630,5.61589
311,0.00827763,0.00882363,,0.0102358,0.0108701,0.0115611,0.0111888,0.00732931,0.00400228,0.00903609,0.00836804,0.990462,0.981016,5.64048
312,0.00832849,0.00886067,,0.0102764,0.0109179,0.0116421,0.0111289,0.00774553,0.00452211,0.00917777,0.00839786,0.990878,0.981840,5.63575
313,0.00839423,0.00892440,,0.0103325,0.0110072,0.0117647,0.0111455,0.00823142,0.00540721,0.00940089,0.00843450,0.991350,0.982776,5.60707
314,0.00841110,0.00893638,,0.0103111,0.0110626,0.0117973,0.0111494,0.00855176,0.00607696,0.00953706,0.00842560,0.991686,0.983440,5.57429
315,0.00834811,0.00886998,,0.0101787,0.0110249,0.0116659,0.0110650,0.00847854,0.00615726,0.00947356,0.00835802,0.991741,0.983551,5.56538
316,0.00825879,0.00877910,,0.0100244,0.0109300,0.0114126,0.0109318,0.00815254,0.00566906,0.00926979,0.00828793,0.991574,0.983220,5.57442
317,0.00821317,0.00874945,,0.00998026,0.0108608,0.0111632,0.0108528,0.00783100,0.00515243,0.00910039,0.00827616,0.991303,0.982681,5.56068
318,0.00823115,0.00879908,,0.0100771,0.0108252,0.0110321,0.0108654,0.00770646,0.00489834,0.00905436,0.00832751,0.991065,0.982209,5.50274
319,0.00830664,0.00891024,,0.0102752,0.0108285,0.0111082,0.0109305,0.00777050,0.00506976,0.00914995,0.00842273,0.990919,0.981920,5.39969
320,0.00842377,0.00904524,,0.0104852,0.0109114,0.0113701,0.0110215,0.00784906,0.00569253,0.00934984,0.00853737,0.990934,0.981949,5.25669
321,0.00855919,0.00916889,,0.0106322,0.0110563,0.0117199,0.0110996,0.00788078,0.00642818,0.00956814,0.00865239,0.991166,0.982410,5.11967
322,0.00869111,0.00927776,,0.0107356,0.0112605,0.0120580,0.0111730,0.00792048,0.00667459,0.00972388,0.00876679,0.991237,0.982551,5.02180
323,0.00884040,0.00940867,,0.0108805,0.0115083,0.0123906,0.0113805,0.00795009,0.00618362,0.00981784,0.00891361,0.990921,0.981924,4.96965
324,0.00901591,0.00960974,,0.0111261,0.0118114,0.0126869,0.0117790,0.00800104,0.00538241,0.00992657,0.00910899,0.990254,0.980603,4.94479
325,0.00921376,0.00984427,,0.0114293,0.0121094,0.0129557,0.0122578,0.00811594,0.00477623,0.0100878,0.00932832,0.989680,0.979466,4.91739
326,0.00941471,0.0100813,,0.0117422,0.0123939,0.0132036,0.0126496,0.00826076,0.00440755,0.0102692,0.00955011,0.989251,0.978618,4.86667
327,0.00956700,0.0102678,,0.0119989,0.0126126,0.0133906,0.0129184,0.00832108,0.00416741,0.0104055,0.00972368,0.988849,0.977822,4.80861
328,0.00961734,0.0103374,,0.0121101,0.0127031,0.0134622,0.0130228,0.00825635,0.00392311,0.0104290,0.00978988,0.988464,0.977061,4.77003
329,0.00963002,0.0103578,,0.0121562,0.0127500,0.0135055,0.0130856,0.00816267,0.00373263,0.0104226,0.00981113,0.988101,0.976344,4.73390
330,0.00970250,0.0104392,,0.0122700,0.0128785,0.0136462,0.0132527,0.00817873,0.00356502,0.0104916,0.00988905,0.987731,0.975613,4.66817
331,0.00985003,0.0106034,,0.0124754,0.0131094,0.0138986,0.0135191,0.00832484,0.00349048,0.0106589,0.0100414,0.987379,0.974918,4.57899
332,0.0100718,0.0108498,,0.0127746,0.0134337,0.0142276,0.0138698,0.00857884,0.00361995,0.0109283,0.0102681,0.987119,0.974403,4.48806
333,0.0103088,0.0111137,,0.0130891,0.0137905,0.0145899,0.0142551,0.00889010,0.00392724,0.0112455,0.0105045,0.986886,0.973943,4.42827
334,0.0104754,0.0113170,,0.0133364,0.0140801,0.0149078,0.0145676,0.00914990,0.00418836,0.0115028,0.0106724,0.986442,0.973067,4.40795
335,0.0106150,0.0114940,,0.0135645,0.0143456,0.0152218,0.0148884,0.00935505,0.00433966,0.0117280,0.0108136,0.985812,0.971825,4.37345
336,0.0108068,0.0117205,,0.0138496,0.0146778,0.0156088,0.0152523,0.00956517,0.00441917,0.0119875,0.0110096,0.985159,0.970538,4.27852
337,0.0110188,0.0119678,,0.0141652,0.0150387,0.0160113,0.0156246,0.00976338,0.00439721,0.0122484,0.0112308,0.984445,0.969132,4.13184
338,0.0111588,0.0121348,,0.0143736,0.0152762,0.0162615,0.0158138,0.00983775,0.00424357,0.0123875,0.0113880,0.983814,0.967889,3.99039
339,0.0111319,0.0121140,,0.0143636,0.0152837,0.0162368,0.0157438,0.00969938,0.00392593,0.0123124,0.0113800,0.983156,0.966595,3.91266
340,0.0110374,0.0120169,,0.0142710,0.0152025,0.0161005,0.0155686,0.00946059,0.00361324,0.0121588,0.0113035,0.982488,0.965282,3.89566
341,0.0110219,0.0120113,,0.0142773,0.0152212,0.0160637,0.0155024,0.00928608,0.00342717,0.0121014,0.0113089,0.981924,0.964174,3.90021
342,0.0110262,0.0120408,,0.0143142,0.0152591,0.0160502,0.0154575,0.00915577,0.00334760,0.0120814,0.0113376,0.981465,0.963273,3.93268
343,0.0108726,0.0118856,,0.0141315,0.0150233,0.0157833,0.0151851,0.00893963,0.00330453,0.0118907,0.0111969,0.981350,0.963049,4.02708
344,0.0105009,0.0114887,,0.0136173,0.0144490,0.0151940,0.0146162,0.00859323,0.00328812,0.0114684,0.0108237,0.981698,0.963730,4.18458
345,0.00995818,0.0108989,,0.0128741,0.0136160,0.0143601,0.0138329,0.00817316,0.00337163,0.0108856,0.0102620,0.982373,0.965057,4.37100
346,0.00930046,0.0101826,,0.0119660,0.0126393,0.0133674,0.0128942,0.00772829,0.00353839,0.0102021,0.00957472,0.983266,0.966811,4.54866
347,0.00855360,0.00938753,,0.0109970,0.0116120,0.0122831,0.0119250,0.00728552,0.00371366,0.00946968,0.00879522,0.983787,0.967836,4.66828
348,0.00790236,0.00866983,,0.0101138,0.0106877,0.0113370,0.0110283,0.00696543,0.00387516,0.00882243,0.00810434,0.984634,0.969505,4.63496
357,0.00818883,0.00976159,,0.0646962,0.0414163,0.0161481,0.00703022,0.00477032,0.00327628,0.0194110,0.00686683,0.826558,0.683198,4.37947
358,0.00836635,0.00992354,,0.0519379,0.0357341,0.0156751,0.00714453,0.00472860,0.00319003,0.0170875,0.00718123,0.836214,0.699255,4.58429
359,0.00855229,0.0101414,,0.0467976,0.0334422,0.0155132,0.00724184,0.00472206,0.00295551,0.0161708,0.00744468,0.839584,0.704901,4.57620
360,0.00882038,0.0104937,,0.0444924,0.0332199,0.0157598,0.00735747,0.00480239,0.00269910,0.0159556,0.00774096,0.838645,0.703325,4.35629
361,0.00926207,0.0111433,,0.0472424,0.0363894,0.0166766,0.00754949,0.00494160,0.00252153,0.0169658,0.00809608,0.829414,0.687927,3.90372
362,0.00995181,0.0122087,,0.0661349,0.0499027,0.0183844,0.00778798,0.00509387,0.00245303,0.0214897,0.00845683,0.815666,0.665312,3.30330
363,0.0101089,0.0125029,,0.190264,0.0623761,0.0184600,0.00772580,0.00506359,0.00242270,0.0386155,0.00810879,0.783455,0.613801,3.04962
364,0.00888587,0.0107601,,0.0428145,0.0311101,0.0147157,0.00703501,0.00466957,0.00232700,0.0152897,0.00789861,0.839407,0.704604,3.74586
365,0.00758111,0.00872043,,0.0203639,0.0175170,0.0108922,0.00607076,0.00409722,0.00213643,0.00967239,0.00733156,0.894025,0.799282,4.76875
366,0.00670953,0.00748454,,0.0132682,0.0120312,0.00849745,0.00528344,0.00358124,0.00191057,0.00734577,0.00686730,0.929887,0.864690,5.72182
367,0.00608551,0.00662201,,0.00997114,0.00915472,0.00694637,0.00465300,0.00315033,0.00169234,0.00603443,0.00645800,0.953398,0.908969,6.69833
368,0.00556189,0.00593761,,0.00796434,0.00734747,0.00585535,0.00410395,0.00278392,0.00151549,0.00513375,0.00604504,0.969476,0.939885,7.69357
369,0.00518721,0.00543127,,0.00660269,0.00614237,0.00504666,0.00368485,0.00249433,0.00142481,0.00450177,0.00572988,0.981675,0.963686,8.71115
370,0.00493146,0.00507706,,0.00579220,0.00539433,0.00454040,0.00339626,0.00233389,0.00141055,0.00410952,0.00548377,0.988808,0.977742,9.64225
371,0.00480581,0.00487863,,0.00533056,0.00499758,0.00427401,0.00324954,0.00226538,0.00145242,0.00390674,0.00534729,0.992882,0.985814,10.4977
372,0.00470697,0.00472612,,0.00507995,0.00479381,0.00414369,0.00319977,0.00225107,0.00152379,0.00380315,0.00521125,0.994614,0.989258,11.3019
373,0.00458602,0.00456830,,0.00485509,0.00461237,0.00402206,0.00315563,0.00224708,0.00157070,0.00370216,0.00505415,0.995706,0.991430,12.1104
374,0.00439382,0.00432540,,0.00452443,0.00432800,0.00380266,0.00306132,0.00219555,0.00157811,0.00352616,0.00481749,0.996981,0.993971,12.9999
375,0.00412326,0.00403366,,0.00411957,0.00396554,0.00350358,0.00288958,0.00209195,0.00153323,0.00328255,0.00451356,0.998123,0.996250,13.9151
376,0.00386822,0.00375425,,0.00378109,0.00364369,0.00323281,0.00272614,0.00198714,0.00147299,0.00305829,0.00422139,0.998760,0.997521,14.7776
377,0.00365959,0.00355419,,0.00355545,0.00342391,0.00303912,0.00260660,0.00191436,0.00142838,0.00289770,0.00398921,0.999033,0.998067,15.5238
378,0.00352449,0.00342027,,0.00339663,0.00326572,0.00290229,0.00251386,0.00185615,0.00139464,0.00278425,0.00384038,0.999243,0.998487,16.1609
379,0.00338824,0.00328871,,0.00324345,0.00311323,0.00277604,0.00241670,0.00178788,0.00135800,0.00267153,0.00369178,0.999400,0.998801,16.8335
380,0.00328285,0.00319042,,0.00313332,0.00300224,0.00268666,0.00233450,0.00172900,0.00133510,0.00258676,0.00357804,0.999473,0.998945,17.4941
381,0.00329866,0.00320667,,0.00314971,0.00300813,0.00270409,0.00232297,0.00171999,0.00133993,0.00259377,0.00359894,0.999451,0.998902,17.6195
382,0.00346828,0.00336644,,0.00332161,0.00315781,0.00284650,0.00240438,0.00178434,0.00136127,0.00271383,0.00379135,0.999349,0.998698,17.0154
383,0.00376767,0.00366025,,0.00363171,0.00343583,0.00310218,0.00258232,0.00193085,0.00139386,0.00293809,0.00413195,0.999231,0.998462,16.1156
384,0.00404828,0.00393754,,0.00405539,0.00382226,0.00343656,0.00284318,0.00214270,0.00143242,0.00321479,0.00442143,0.998329,0.996662,15.1147
385,0.00423170,0.00414475,,0.00440032,0.00432604,0.00385882,0.00316739,0.00241177,0.00146002,0.00350010,0.00455964,0.996649,0.993310,14.0312
386,0.00434967,0.00427335,,0.00477212,0.00491322,0.00440187,0.00357140,0.00271893,0.00149200,0.00381157,0.00457962,0.993258,0.986562,12.7295
387,0.00443541,0.00435345,,0.00527727,0.00565102,0.00517004,0.00404365,0.00308537,0.00152325,0.00419243,0.00453124,0.987081,0.974329,11.2385
388,0.00454580,0.00451854,,0.00598295,0.00690383,0.00627022,0.00465513,0.00345657,0.00162902,0.00474526,0.00451053,0.977687,0.955872,9.76930
389,0.00473304,0.00480198,,0.00711012,0.00856389,0.00772388,0.00536516,0.00384161,0.00181356,0.00549416,0.00458323,0.965584,0.932352,8.54504
390,0.00500104,0.00511833,,0.00812213,0.0103032,0.00920182,0.00600778,0.00415616,0.00204144,0.00624399,0.00475339,0.956460,0.914815,7.59124
391,0.00519236,0.00532701,,0.00883707,0.0117465,0.0102453,0.00647891,0.00431252,0.00222147,0.00679515,0.00486807,0.949794,0.902109,6.82688
392,0.00526661,0.00540550,,0.00915558,0.0124642,0.0107229,0.00668077,0.00430216,0.00227266,0.00703380,0.00490500,0.945715,0.894376,6.36730
393,0.00526820,0.00540972,,0.00918133,0.0125922,0.0107626,0.00669111,0.00421159,0.00218193,0.00703735,0.00490399,0.943947,0.891035,6.15958
394,0.00529827,0.00543198,,0.00920962,0.0125798,0.0107441,0.00668767,0.00414448,0.00200749,0.00701293,0.00493928,0.943117,0.889469,6.04560
395,0.00538168,0.00551695,,0.00936737,0.0127022,0.0108706,0.00671834,0.00415128,0.00184929,0.00706970,0.00502671,0.942188,0.887718,5.90053
396,0.00548456,0.00563643,,0.00955508,0.0128474,0.0110648,0.00674654,0.00422071,0.00181325,0.00717110,0.00513637,0.941727,0.886850,5.76875
397,0.00557690,0.00576052,,0.00967661,0.0128916,0.0112026,0.00678264,0.00434757,0.00197415,0.00727657,0.00524114,0.942406,0.888129,5.74666
398,0.00569345,0.00589972,,0.00979969,0.0129271,0.0113365,0.00689370,0.00456936,0.00235623,0.00743446,0.00536113,0.943952,0.891045,5.82229
399,0.00587488,0.00610278,,0.0100339,0.0130449,0.0115516,0.00707844,0.00486669,0.00285261,0.00767573,0.00554242,0.945668,0.894289,5.92482
400,0.00604906,0.00629800,,0.0101378,0.0129431,0.0115785,0.00721514,0.00507552,0.00324878,0.00781824,0.00573752,0.948720,0.900070,6.07254
401,0.00606674,0.00632020,,0.00989484,0.0123139,0.0111295,0.00712059,0.00507891,0.00331605,0.00765508,0.00580515,0.952523,0.907300,6.33608
402,0.00596251,0.00620343,,0.00940479,0.0114251,0.0104161,0.00685234,0.00492521,0.00315227,0.00729272,0.00576268,0.956940,0.915734,6.65277
403,0.00586672,0.00607753,,0.00896996,0.0107339,0.00982395,0.00660987,0.00477599,0.00297477,0.00697909,0.00570962,0.960566,0.922687,6.85937
