Depth,0.00500000,0.0100000,0.0150000,0.0200000,0.0250000,0.0300000,0.0400000,0.0500000,0.0600000, mean ratio, slope, r, r-squared, ARM
232,0.269553,0.266628,0.265871,0.273625,,0.302755,0.340403,0.395264,0.454501,0.321075,0.243997,0.999383,0.998767,0.295644
233,0.293660,0.290852,0.291849,0.298768,,0.329538,0.370652,0.426523,0.487255,0.348637,0.266027,0.999481,0.998961,0.304596
234,0.319162,0.317051,0.317713,0.325184,,0.357942,0.402668,0.463429,0.527599,0.378843,0.288766,0.999516,0.999033,0.308566
235,0.339368,0.336696,0.338105,0.346921,,0.379926,0.428022,0.492152,0.558425,0.402452,0.306501,0.999541,0.999082,0.305884
236,0.345498,0.341948,0.344018,0.353171,,0.386411,0.437160,0.503994,0.571077,0.410410,0.310982,0.999515,0.999030,0.296040
237,0.332233,0.328103,0.330346,0.339309,,0.371354,0.422907,0.488449,0.554726,0.395928,0.298186,0.999463,0.998925,0.281034
238,0.302676,0.297264,0.299823,0.306831,,0.334666,0.383181,0.449366,0.512149,0.360745,0.271224,0.999380,0.998761,0.264402
239,0.264697,0.258993,0.257843,0.268068,,0.292205,0.336094,0.393645,0.447472,0.314877,0.237065,0.999047,0.998094,0.247734
240,0.226799,0.221803,0.221828,0.228854,,0.254144,0.292886,0.345248,0.392044,0.272951,0.203152,0.999020,0.998041,0.231693
241,0.200286,0.195330,0.194473,0.201585,,0.225532,0.261734,0.311384,0.353954,0.243035,0.179181,0.998812,0.997625,0.219728
242,0.184860,0.179662,0.179731,0.186948,,0.210963,0.245961,0.294169,0.333810,0.227013,0.165159,0.998733,0.997467,0.211992
243,0.178229,0.173813,0.174047,0.180852,,0.206003,0.240725,0.291645,0.334016,0.222416,0.159142,0.998819,0.997639,0.208006
244,0.178272,0.174143,0.174504,0.181367,,0.207360,0.242272,0.295060,0.341203,0.224273,0.159248,0.998892,0.997786,0.206476
245,0.181886,0.177897,0.178278,0.185150,,0.211637,0.247243,0.302449,0.352259,0.229600,0.162637,0.998966,0.997933,0.205616
246,0.185894,0.181770,0.182289,0.188851,,0.215449,0.251879,0.308701,0.361353,0.234523,0.166371,0.999011,0.998023,0.204120
247,0.188064,0.184075,0.184286,0.190732,,0.216790,0.254185,0.310407,0.364506,0.236631,0.168609,0.999042,0.998084,0.200704
248,0.187402,0.183482,0.183745,0.189822,,0.214737,0.253175,0.308058,0.362626,0.235381,0.168222,0.999075,0.998151,0.193574
256,0.183641,0.182049,0.176920,0.184533,,0.205219,0.238855,0.289924,0.339280,0.225053,0.166977,0.998869,0.997740,0.204943
257,0.182443,0.180703,0.176160,0.184127,,0.205859,0.240187,0.291790,0.341542,0.225351,0.165296,0.998878,0.997758,0.210444
258,0.181964,0.180362,0.175963,0.184204,,0.206988,0.242144,0.292839,0.344393,0.226107,0.164468,0.998863,0.997728,0.212361
259,0.181703,0.180186,0.175934,0.184480,,0.207970,0.243631,0.293342,0.346518,0.226720,0.163947,0.998858,0.997717,0.211668
260,0.181550,0.180132,0.176217,0.184806,,0.208913,0.244926,0.294331,0.348147,0.227378,0.163603,0.998881,0.997764,0.209475
261,0.182184,0.180661,0.176925,0.185585,,0.210056,0.246093,0.296174,0.350684,0.228545,0.163941,0.998879,0.997760,0.206683
262,0.184196,0.182465,0.178801,0.187657,,0.212566,0.248736,0.299833,0.356047,0.231288,0.165481,0.998863,0.997727,0.204334
263,0.188031,0.185885,0.182301,0.191196,,0.216858,0.253749,0.306089,0.364962,0.236134,0.168559,0.998820,0.997642,0.202817
264,0.191990,0.189389,0.185829,0.195190,,0.221842,0.259888,0.312749,0.374173,0.241381,0.171628,0.998739,0.997479,0.201927
265,0.194274,0.191276,0.187809,0.197647,,0.225325,0.264237,0.317414,0.380183,0.244770,0.173153,0.998649,0.997299,0.201101
266,0.193748,0.190617,0.187285,0.197631,,0.226107,0.265632,0.318769,0.380920,0.245089,0.172203,0.998566,0.997134,0.199756
267,0.191686,0.188727,0.185526,0.196245,,0.225265,0.265307,0.318401,0.379555,0.243839,0.169990,0.998519,0.997040,0.198016
268,0.190340,0.187742,0.184720,0.195575,,0.225450,0.266062,0.319535,0.380500,0.243741,0.168509,0.998512,0.997025,0.195886
269,0.192098,0.189860,0.186865,0.197834,,0.228742,0.270811,0.325350,0.387691,0.247406,0.169845,0.998519,0.997040,0.193286
270,0.197482,0.195504,0.192272,0.203472,,0.236210,0.280082,0.336290,0.402537,0.255481,0.174373,0.998502,0.997006,0.190352
271,0.205543,0.203608,0.200549,0.211652,,0.246306,0.292298,0.351114,0.421758,0.266603,0.181411,0.998553,0.997107,0.187126
272,0.213439,0.211498,0.208541,0.220518,,0.256705,0.304694,0.365537,0.440371,0.277663,0.188337,0.998579,0.997159,0.183350
273,0.218476,0.216913,0.214281,0.226651,,0.264108,0.313040,0.375168,0.451721,0.285045,0.193033,0.998654,0.997310,0.179816
274,0.220637,0.219035,0.216876,0.229573,,0.267300,0.317309,0.380127,0.456802,0.288457,0.194992,0.998692,0.997385,0.176487
275,0.221231,0.220166,0.218384,0.231503,,0.269590,0.320817,0.384283,0.459828,0.290725,0.195606,0.998731,0.997464,0.174010
276,0.222824,0.221998,0.220868,0.234093,,0.273112,0.326052,0.391459,0.467092,0.294687,0.196756,0.998751,0.997504,0.172068
277,0.226091,0.225636,0.225101,0.238945,,0.279721,0.334991,0.402502,0.480407,0.301674,0.199189,0.998728,0.997459,0.170331
278,0.231017,0.230697,0.230754,0.245281,,0.288156,0.345364,0.415144,0.495968,0.310298,0.203081,0.998691,0.997383,0.168943
279,0.236287,0.236044,0.236679,0.251522,,0.295760,0.354128,0.425367,0.507178,0.317870,0.207748,0.998700,0.997401,0.168036
280,0.240954,0.240513,0.241304,0.256413,,0.301034,0.359483,0.430695,0.512093,0.322811,0.212258,0.998720,0.997441,0.167553
281,0.243693,0.242892,0.243428,0.258120,,0.302095,0.359477,0.430197,0.509277,0.323647,0.215388,0.998784,0.997570,0.167532
282,0.243225,0.241864,0.241911,0.255916,,0.298179,0.353682,0.423833,0.499706,0.319790,0.215662,0.998851,0.997703,0.168017
283,0.239308,0.237389,0.236977,0.250125,,0.290380,0.343710,0.412691,0.484964,0.311943,0.212692,0.998880,0.997761,0.169057
284,0.233286,0.230823,0.229734,0.242148,,0.280112,0.331172,0.398394,0.468360,0.301754,0.207686,0.998870,0.997741,0.170454
285,0.228369,0.225520,0.223890,0.234980,,0.271084,0.319859,0.385881,0.454188,0.292971,0.203779,0.998873,0.997748,0.172048
286,0.222714,0.224473,0.222317,0.232391,,0.267495,0.315069,0.379969,0.448786,0.289152,0.200938,0.999224,0.998449,0.173665
287,0.225954,0.228279,0.225827,0.235328,,0.270592,0.318513,0.383015,0.454798,0.292788,0.204462,0.999261,0.998522,0.175705
288,0.231230,0.233763,0.231209,0.240203,,0.275907,0.324763,0.390723,0.467472,0.299409,0.209486,0.999299,0.998599,0.177823
289,0.234586,0.237425,0.234392,0.243307,,0.279188,0.329176,0.396649,0.476900,0.303953,0.212628,0.999298,0.998596,0.179764
290,0.235304,0.237843,0.234378,0.243005,,0.278509,0.328672,0.397500,0.479087,0.304287,0.213207,0.999277,0.998555,0.181225
291,0.234203,0.236260,0.232503,0.240744,,0.275284,0.324879,0.394356,0.474801,0.301629,0.212225,0.999257,0.998515,0.181766
292,0.234034,0.235597,0.231772,0.239480,,0.273375,0.322281,0.391793,0.470600,0.299867,0.212144,0.999241,0.998483,0.181134
293,0.237050,0.238221,0.234406,0.241740,,0.275826,0.324789,0.394221,0.471900,0.302269,0.214918,0.999221,0.998442,0.179139
294,0.243721,0.244759,0.241364,0.248279,,0.283637,0.332837,0.402634,0.480249,0.309685,0.221113,0.999243,0.998486,0.176139
295,0.253161,0.253816,0.250623,0.257657,,0.295182,0.345584,0.415370,0.492481,0.320484,0.229522,0.999206,0.998412,0.172293
296,0.262204,0.262921,0.259655,0.267262,,0.307087,0.359248,0.428474,0.504332,0.331398,0.237579,0.999153,0.998307,0.168524
297,0.269348,0.269439,0.266573,0.274644,,0.316706,0.370814,0.440084,0.514138,0.340218,0.243388,0.999071,0.998142,0.164716
298,0.273119,0.272716,0.270101,0.279210,,0.322596,0.378850,0.448163,0.522159,0.345864,0.245939,0.998991,0.997982,0.161112
299,0.274670,0.273969,0.271695,0.281562,,0.325275,0.382907,0.453197,0.528712,0.348998,0.246627,0.998970,0.997941,0.158606
300,0.275173,0.274057,0.272015,0.282596,,0.325254,0.384106,0.455605,0.533827,0.350329,0.246540,0.998992,0.997985,0.157327
301,0.274361,0.273017,0.271089,0.282046,,0.323057,0.382354,0.454404,0.535430,0.349470,0.245643,0.999044,0.998089,0.157269
302,0.272657,0.271105,0.269057,0.280066,,0.319510,0.378959,0.450841,0.533434,0.346954,0.244124,0.999069,0.998139,0.158175
303,0.270033,0.268505,0.266253,0.276824,,0.315346,0.374279,0.446192,0.529841,0.343409,0.241928,0.999086,0.998173,0.159925
304,0.266703,0.264953,0.262594,0.272758,,0.310647,0.368777,0.440935,0.525290,0.339082,0.238991,0.999079,0.998158,0.162158
305,0.262416,0.260664,0.257843,0.267739,,0.305304,0.362253,0.434309,0.519499,0.333753,0.235228,0.999048,0.998097,0.164841
306,0.257493,0.255373,0.252364,0.261844,,0.299235,0.354809,0.427241,0.512018,0.327547,0.230725,0.998991,0.997984,0.167859
307,0.252513,0.249976,0.246430,0.256041,,0.293176,0.347796,0.420354,0.504344,0.321329,0.226001,0.998882,0.997766,0.170742
308,0.248130,0.245447,0.241603,0.250975,,0.288333,0.342138,0.414977,0.497288,0.316111,0.221899,0.998793,0.997587,0.173398
309,0.245354,0.242292,0.238185,0.247341,,0.285127,0.338436,0.411812,0.491383,0.312491,0.219106,0.998668,0.997337,0.175456
310,0.243739,0.240542,0.235949,0.245039,,0.283017,0.335765,0.409202,0.484668,0.309740,0.217597,0.998556,0.997115,0.177020
311,0.243278,0.239738,0.234798,0.243505,,0.281481,0.333674,0.407825,0.477030,0.307666,0.217184,0.998435,0.996873,0.178207
312,0.244033,0.239956,0.234746,0.243043,,0.280857,0.333151,0.409072,0.471853,0.307089,0.217738,0.998293,0.996588,0.178945
313,0.245011,0.240462,0.235139,0.243247,,0.280915,0.333930,0.412041,0.470816,0.307695,0.218306,0.998174,0.996350,0.179061
314,0.245349,0.240388,0.235171,0.243126,,0.280177,0.335287,0.413977,0.472154,0.308204,0.218164,0.998082,0.996168,0.178311
315,0.245043,0.239596,0.235084,0.242835,,0.279109,0.337093,0.413853,0.474560,0.308397,0.217411,0.998056,0.996117,0.176782
316,0.245293,0.239120,0.235497,0.243366,,0.278938,0.339665,0.411358,0.477651,0.308861,0.217220,0.998052,0.996107,0.174624
317,0.245922,0.239128,0.236466,0.244885,,0.281060,0.341955,0.406558,0.479871,0.309481,0.217601,0.998106,0.996216,0.172345
318,0.246760,0.238829,0.237490,0.246778,,0.284455,0.341915,0.401566,0.479376,0.309646,0.218141,0.998138,0.996279,0.170127
319,0.247509,0.239114,0.238106,0.248368,,0.287917,0.339619,0.399184,0.474851,0.309334,0.218875,0.998136,0.996276,0.167841
320,0.247846,0.239777,0.238414,0.248911,,0.289429,0.336832,0.399834,0.467828,0.308609,0.219490,0.998155,0.996313,0.165723
321,0.248753,0.241097,0.239239,0.249126,,0.289040,0.336023,0.403776,0.462171,0.308653,0.220581,0.998171,0.996345,0.163724
322,0.250346,0.243464,0.241222,0.250372,,0.289327,0.338818,0.410427,0.460727,0.310588,0.222304,0.998216,0.996436,0.162185
323,0.252990,0.246768,0.244769,0.253225,,0.292047,0.344475,0.419381,0.467272,0.315116,0.224713,0.998300,0.996603,0.161194
324,0.256888,0.251136,0.249511,0.258372,,0.298001,0.352595,0.428097,0.481953,0.322069,0.227992,0.998414,0.996830,0.160600
325,0.261015,0.255566,0.254378,0.263832,,0.304820,0.359778,0.434782,0.497584,0.328969,0.231502,0.998534,0.997071,0.160197
326,0.263927,0.258767,0.258180,0.268054,,0.310415,0.364839,0.438311,0.506405,0.333612,0.234121,0.998628,0.997258,0.159769
327,0.265607,0.260630,0.260462,0.270856,,0.314430,0.367692,0.439781,0.509591,0.336131,0.235656,0.998658,0.997317,0.159151
328,0.265825,0.261006,0.261296,0.271875,,0.316113,0.368591,0.439650,0.509118,0.336684,0.235846,0.998669,0.997339,0.158306
329,0.265317,0.260708,0.261376,0.271935,,0.316475,0.368618,0.438874,0.507719,0.336378,0.235278,0.998676,0.997353,0.157177
330,0.264881,0.260739,0.261919,0.272448,,0.317028,0.369064,0.438788,0.507885,0.336594,0.234787,0.998720,0.997442,0.155869
331,0.265294,0.261627,0.263424,0.273900,,0.318587,0.370716,0.439780,0.509502,0.337854,0.235011,0.998762,0.997526,0.154511
332,0.267268,0.264280,0.266542,0.277272,,0.322199,0.374540,0.442916,0.513035,0.341007,0.236712,0.998798,0.997597,0.153198
333,0.271040,0.269016,0.271685,0.282520,,0.328110,0.381590,0.449642,0.521116,0.346840,0.239999,0.998832,0.997665,0.151984
334,0.275784,0.274384,0.277436,0.288871,,0.335492,0.390429,0.459173,0.531146,0.354089,0.243784,0.998802,0.997605,0.150511
335,0.280092,0.279513,0.282681,0.294842,,0.342790,0.399149,0.469237,0.542126,0.361304,0.247037,0.998754,0.997510,0.148579
336,0.283175,0.283460,0.287354,0.299844,,0.349170,0.406889,0.478208,0.550570,0.367334,0.249236,0.998689,0.997379,0.145891
337,0.285307,0.286169,0.290638,0.303824,,0.354025,0.412982,0.485010,0.555905,0.371733,0.250490,0.998583,0.997167,0.142554
338,0.285729,0.287872,0.292672,0.306328,,0.357585,0.416872,0.489095,0.557191,0.374168,0.250612,0.998436,0.996874,0.139016
339,0.285885,0.288265,0.294038,0.307757,,0.359717,0.419529,0.491416,0.556568,0.375397,0.250222,0.998265,0.996532,0.135785
340,0.286309,0.289586,0.295833,0.309849,,0.362357,0.422955,0.494090,0.556937,0.377240,0.250373,0.998072,0.996147,0.133094
341,0.288507,0.292368,0.299399,0.313654,,0.366843,0.428391,0.499006,0.560714,0.381110,0.252062,0.997874,0.995752,0.131250
342,0.291171,0.295094,0.302643,0.317640,,0.371072,0.433263,0.503076,0.563378,0.384667,0.254095,0.997676,0.995357,0.130458
343,0.290015,0.293507,0.301348,0.316484,,0.368736,0.429482,0.498549,0.556838,0.381870,0.253021,0.997622,0.995250,0.131505
344,0.281781,0.285043,0.291963,0.307317,,0.356548,0.413914,0.480357,0.536644,0.369196,0.246153,0.997691,0.995386,0.134905
345,0.267569,0.270054,0.275939,0.289742,,0.335144,0.386909,0.450922,0.503422,0.347463,0.234182,0.997959,0.995923,0.140485
346,0.248761,0.250625,0.255837,0.268316,,0.308083,0.355795,0.415445,0.464493,0.320919,0.218233,0.998212,0.996428,0.146406
347,0.228293,0.230054,0.233978,0.245828,,0.281638,0.324757,0.378469,0.426471,0.293686,0.200472,0.998312,0.996628,0.150521
348,0.208931,0.211455,0.214878,0.225149,,0.257214,0.296770,0.346373,0.391368,0.269017,0.184067,0.998449,0.996899,0.150446
356,0.167180,0.159871,0.156490,0.158108,,0.174436,0.196750,0.230442,0.266885,0.188770,0.149349,0.997289,0.994586,0.236898
357,0.180671,0.173914,0.170847,0.172738,,0.191428,0.215660,0.250715,0.287886,0.205482,0.161909,0.997811,0.995626,0.240388
358,0.189825,0.182997,0.180998,0.183445,,0.203525,0.229388,0.264797,0.302369,0.217168,0.170208,0.998170,0.996344,0.238894
359,0.196075,0.189451,0.188218,0.191185,,0.212677,0.239515,0.274786,0.312610,0.225565,0.175827,0.998403,0.996808,0.234074
360,0.198532,0.192167,0.191393,0.195092,,0.218022,0.245447,0.280034,0.317892,0.229823,0.177735,0.998493,0.996987,0.227349
361,0.197468,0.191070,0.191093,0.195102,,0.219560,0.246862,0.280824,0.317948,0.229991,0.176214,0.998473,0.996948,0.220860
362,0.194542,0.188713,0.188993,0.193861,,0.204775,0.246265,0.280032,0.316625,0.226726,0.173994,0.998626,0.997253,0.215582
363,0.193475,0.188153,0.188529,0.193878,,0.204123,0.246385,0.281268,0.317887,0.226712,0.172922,0.998699,0.997400,0.213485
364,0.194863,0.189542,0.189935,0.195628,,0.205415,0.248035,0.283457,0.321128,0.228500,0.174194,0.998723,0.997447,0.215170
365,0.196822,0.191510,0.191600,0.197376,,0.207527,0.248868,0.284827,0.323311,0.230230,0.176242,0.998772,0.997545,0.220854
366,0.199132,0.193831,0.193312,0.199423,,0.209675,0.250073,0.285210,0.325106,0.231970,0.178759,0.998791,0.997584,0.229131
367,0.202120,0.195743,0.194998,0.200505,,0.211951,0.249554,0.283734,0.323648,0.232782,0.181774,0.998674,0.997350,0.239107
368,0.203752,0.196644,0.195078,0.200550,,0.211844,0.246280,0.279914,0.317480,0.231443,0.183900,0.998531,0.997065,0.251318
369,0.204663,0.196405,0.194357,0.198812,,0.209372,0.241841,0.275185,0.311255,0.228986,0.185157,0.998225,0.996453,0.263955
370,0.206532,0.198111,0.194896,0.198545,,0.208319,0.239017,0.272560,0.306353,0.228042,0.187638,0.997991,0.995987,0.277378
371,0.209938,0.201300,0.196985,0.200977,,0.208722,0.240536,0.274060,0.306719,0.229905,0.191188,0.997755,0.995515,0.289165
372,0.214916,0.205302,0.200937,0.203913,,0.211383,0.244723,0.278467,0.311752,0.233924,0.195570,0.997430,0.994867,0.299715
373,0.218283,0.208534,0.203593,0.206161,,0.213827,0.248050,0.283048,0.316356,0.237232,0.198467,0.997226,0.994459,0.308947
374,0.217957,0.207918,0.202769,0.205302,,0.212564,0.247858,0.282403,0.318467,0.236905,0.197755,0.997008,0.994025,0.316939
375,0.214395,0.203893,0.198945,0.200905,,0.208207,0.243225,0.276403,0.315143,0.232640,0.194096,0.996748,0.993507,0.324478
376,0.209891,0.199310,0.194336,0.196078,,0.202997,0.237313,0.268776,0.309446,0.227268,0.189893,0.996572,0.993157,0.330712
377,0.206357,0.195702,0.190936,0.192548,,0.199229,0.232400,0.262047,0.304410,0.222954,0.186761,0.996536,0.993084,0.334575
378,0.204343,0.193699,0.189272,0.190730,,0.196858,0.229063,0.257563,0.300424,0.220244,0.185202,0.996596,0.993204,0.335762
379,0.203192,0.192578,0.188602,0.189987,,0.195579,0.227073,0.255121,0.297363,0.218687,0.184423,0.996718,0.993447,0.334979
380,0.203538,0.193163,0.189460,0.191087,,0.196457,0.227715,0.256076,0.296134,0.219204,0.185025,0.996936,0.993881,0.332829
381,0.206834,0.196642,0.192992,0.194964,,0.200858,0.232680,0.262849,0.299940,0.223470,0.188111,0.997133,0.994273,0.329047
382,0.213627,0.203390,0.199861,0.202043,,0.209508,0.242650,0.275642,0.309891,0.232077,0.194163,0.997307,0.994620,0.324318
383,0.222071,0.211765,0.208114,0.210730,,0.220424,0.256269,0.292782,0.326075,0.243529,0.201315,0.997402,0.994811,0.318480
384,0.228506,0.217655,0.214652,0.217667,,0.229835,0.268494,0.308429,0.343944,0.253648,0.206186,0.997461,0.994928,0.310818
385,0.228813,0.218039,0.215456,0.219293,,0.233157,0.275299,0.318149,0.356190,0.258049,0.205384,0.997515,0.995037,0.300052
386,0.222271,0.211024,0.210076,0.214224,,0.229848,0.275840,0.318846,0.362293,0.255553,0.197991,0.997494,0.994994,0.285078
387,0.211995,0.200880,0.200430,0.204584,,0.223101,0.269202,0.314879,0.360454,0.248191,0.187484,0.997371,0.994748,0.268473
388,0.201712,0.190925,0.191524,0.196755,,0.216523,0.264520,0.312565,0.358915,0.241680,0.177202,0.997412,0.994830,0.250714
389,0.196246,0.186102,0.186884,0.192766,,0.215687,0.264203,0.317100,0.366621,0.240701,0.171268,0.997426,0.994859,0.234527
390,0.195222,0.185872,0.186520,0.193662,,0.218041,0.268499,0.325107,0.377311,0.243779,0.169614,0.997530,0.995067,0.219286
391,0.196203,0.187336,0.188548,0.195972,,0.221247,0.276034,0.334605,0.389577,0.248690,0.169723,0.997602,0.995210,0.205530
392,0.198146,0.189750,0.191377,0.198492,,0.224804,0.281610,0.340457,0.396604,0.252655,0.171055,0.997686,0.995378,0.194731
393,0.200583,0.193638,0.195149,0.202490,,0.229005,0.288000,0.346485,0.400994,0.257043,0.173471,0.997954,0.995912,0.186116
394,0.204690,0.198416,0.200563,0.207790,,0.234952,0.294749,0.353576,0.405680,0.262552,0.177321,0.998162,0.996327,0.179005
395,0.208958,0.202974,0.205802,0.213052,,0.241325,0.300411,0.360270,0.407343,0.267517,0.181296,0.998287,0.996577,0.173778
396,0.212731,0.207104,0.210133,0.218229,,0.246969,0.305288,0.366773,0.406575,0.271725,0.184903,0.998350,0.996703,0.170239
397,0.217521,0.211852,0.215123,0.224353,,0.253547,0.311953,0.374660,0.408318,0.277166,0.189206,0.998316,0.996635,0.168389
398,0.224092,0.218298,0.221926,0.232026,,0.262196,0.322121,0.385587,0.416507,0.285344,0.194896,0.998256,0.996515,0.167669
399,0.232633,0.227176,0.230842,0.241798,,0.273866,0.335062,0.399901,0.429211,0.296311,0.202456,0.998236,0.996476,0.167922
400,0.241836,0.235959,0.240194,0.252080,,0.284707,0.347061,0.412840,0.442435,0.307139,0.210580,0.998227,0.996456,0.169049
401,0.248546,0.242135,0.246283,0.258335,,0.291353,0.352244,0.417106,0.448100,0.313013,0.216745,0.998245,0.996493,0.170630
402,0.251349,0.244988,0.248785,0.260640,,0.292038,0.350532,0.413970,0.445303,0.313451,0.220015,0.998391,0.996784,0.172077
403,0.251383,0.245148,0.248634,0.259502,,0.287957,0.345299,0.407013,0.440165,0.310638,0.220767,0.998565,0.997131,0.172719
404,0.250669,0.244639,0.247885,0.257634,,0.283083,0.340289,0.401921,0.437512,0.307954,0.220406,0.998694,0.997390,0.172654
405,0.250818,0.244751,0.247873,0.256607,,0.280247,0.337681,0.400776,0.436914,0.306958,0.220287,0.998707,0.997416,0.172561
406,0.251977,0.245269,0.248477,0.256081,,0.279893,0.336060,0.401379,0.437659,0.307100,0.220648,0.998629,0.997259,0.172994
407,0.253351,0.245763,0.249052,0.255792,,0.280928,0.335005,0.401467,0.436158,0.307190,0.221190,0.998493,0.996988,0.173814
408,0.255225,0.246865,0.250541,0.256285,,0.282943,0.335835,0.399902,0.436765,0.308045,0.222407,0.998406,0.996815,0.173904
409,0.257387,0.248783,0.252844,0.257938,,0.285601,0.339215,0.396933,0.442220,0.310115,0.223980,0.998431,0.996864,0.171731
410,0.257734,0.249689,0.254584,0.259085,,0.286970,0.342944,0.392848,0.450899,0.311844,0.223841,0.998578,0.997159,0.166453
411,0.254288,0.248185,0.253531,0.258954,,0.285304,0.344000,0.386269,0.457409,0.310993,0.220428,0.998861,0.997724,0.158347
412,0.248349,0.243647,0.250498,0.257261,,0.281600,0.343086,0.378801,0.461603,0.308106,0.214326,0.998982,0.997966,0.149433
413,0.245626,0.242242,0.250107,0.258403,,0.282604,0.344558,0.378640,0.466142,0.308540,0.211090,0.998991,0.997982,0.141899
414,0.248695,0.247038,0.254738,0.265350,,0.289523,0.353537,0.388213,0.475309,0.315300,0.213489,0.998886,0.997772,0.136718
415,0.255538,0.254603,0.262620,0.274556,,0.299554,0.365432,0.402140,0.485219,0.324958,0.219432,0.998714,0.997429,0.132875
416,0.261380,0.260611,0.268550,0.281219,,0.306980,0.373328,0.412317,0.487397,0.331473,0.224751,0.998559,0.997120,0.129837
417,0.260581,0.259806,0.267721,0.280144,,0.306137,0.371021,0.411127,0.475694,0.329029,0.224579,0.998414,0.996831,0.127108
418,0.252361,0.251596,0.259329,0.271037,,0.297289,0.357701,0.398271,0.452023,0.317451,0.217980,0.998295,0.996593,0.125466
419,0.240856,0.240537,0.247603,0.259198,,0.285232,0.339937,0.381510,0.426224,0.302637,0.208521,0.998211,0.996425,0.124964
420,0.231520,0.230892,0.237813,0.249442,,0.275203,0.326761,0.367481,0.408538,0.290956,0.200303,0.998087,0.996177,0.125206
421,0.225473,0.224727,0.231286,0.242974,,0.269215,0.319642,0.359778,0.399658,0.284094,0.194562,0.997977,0.995959,0.125517
422,0.222456,0.221265,0.228002,0.239908,,0.266785,0.318005,0.357608,0.398829,0.281607,0.191008,0.997831,0.995667,0.125533
423,0.221994,0.220397,0.227323,0.239605,,0.267742,0.319744,0.360273,0.404222,0.282663,0.189501,0.997729,0.995464,0.125180
424,0.223518,0.221467,0.228563,0.241505,,0.270806,0.323276,0.365870,0.413238,0.286030,0.189804,0.997693,0.995392,0.124484
425,0.226109,0.223438,0.230682,0.244368,,0.274372,0.326968,0.372314,0.420437,0.289836,0.191433,0.997678,0.995362,0.123451
426,0.229379,0.226084,0.233389,0.247906,,0.277826,0.329954,0.378082,0.422921,0.293193,0.194379,0.997669,0.995344,0.122227
427,0.232892,0.229269,0.236274,0.251998,,0.281118,0.333546,0.383233,0.420814,0.296143,0.198105,0.997579,0.995164,0.120637
428,0.236534,0.232614,0.239357,0.256026,,0.284778,0.338307,0.387654,0.416841,0.299014,0.201982,0.997379,0.994766,0.118339
429,0.240937,0.236787,0.243343,0.261004,,0.290702,0.345758,0.393909,0.414968,0.303426,0.206113,0.997028,0.994065,0.115704
430,0.246036,0.241908,0.248299,0.267362,,0.298998,0.356749,0.403086,0.421637,0.310509,0.210105,0.996623,0.993258,0.113150
431,0.251236,0.246974,0.254173,0.274192,,0.309431,0.368972,0.414179,0.436587,0.319468,0.213514,0.996218,0.992451,0.111203
432,0.255092,0.251049,0.259469,0.280185,,0.317742,0.379927,0.423522,0.455507,0.327812,0.215734,0.995988,0.991992,0.109991
433,0.256077,0.252692,0.262211,0.283249,,0.320713,0.385947,0.426998,0.470281,0.332271,0.216001,0.996011,0.992037,0.109731
434,0.254637,0.252142,0.262257,0.283201,,0.317524,0.385968,0.425197,0.475857,0.332098,0.214941,0.996324,0.992661,0.110544
435,0.252077,0.250078,0.260407,0.280356,,0.310746,0.381179,0.420140,0.473518,0.328563,0.213288,0.996829,0.993667,0.112223
436,0.249230,0.247373,0.257756,0.275939,,0.303123,0.373701,0.412524,0.466932,0.323322,0.211594,0.997364,0.994734,0.114453
437,0.246702,0.244185,0.254880,0.270976,,0.297029,0.365291,0.401529,0.459409,0.317500,0.210100,0.997737,0.995479,0.116591
438,0.244598,0.241151,0.252062,0.266331,,0.293102,0.357110,0.387189,0.450511,0.311507,0.209002,0.997895,0.995795,0.118192
439,0.242397,0.237806,0.248775,0.261505,,0.289718,0.348859,0.374224,0.439152,0.305305,0.207560,0.997902,0.995808,0.118744
440,0.237826,0.232963,0.243811,0.255328,,0.284219,0.338905,0.364762,0.424786,0.297825,0.203816,0.997926,0.995856,0.118148
