-1993,13.692,61.831
-1989,16.836,55.881
-1987,13.696,61.834
-1975,10.026,54.600
-1972,4.2320,53.794
-1958,6.8621,58.592
-1954,11.278,56.462
-1940,2.9351,60.981
-1936,7.4631,61.896
-1923,14.977,56.978
-1905,-0.51918,62.717
-1900,0.86809,59.497
-1887,-1.6628,57.910
-1882,-9.0062,59.072
-1869,-1.9269,59.836
-1865,-16.932,63.427
-1850,-1.1537,61.005
-1848,-9.7749,56.890
-1829,-8.3862,57.647
-1813,-9.4526,59.442
-1794,1.8163,54.085
-1776,16.701,54.015
-1757,-10.094,59.760
-1741,0.020553,56.394
-1722,7.2166,59.811
-1705,9.7796,61.046
-1692,24.380,56.427
-1686,11.739,53.204
-1674,6.2392,55.471
-1669,-2.0684,56.691
-1657,1.2736,52.690
-1650,-7.4234,61.993
-1639,16.461,56.883
-1632,-6.2623,65.857
-1614,1.6514,58.538
-1603,0.11391,57.590
-1596,3.3655,52.665
-1586,16.188,61.460
-1578,-1.1669,55.266
-1570,-0.11657,64.124
-1561,-1.2238,64.148
-1552,7.9970,56.825
-1542,3.2648,61.947
-1534,11.515,61.871
-1524,-5.0223,56.711
-1516,29.740,60.350
-1506,20.054,52.091
-1498,7.3756,65.364
-1487,2.5471,61.459
-1480,30.542,66.449
-1469,24.812,60.641
-1460,24.887,63.675
-1450,6.1881,57.364
-1443,11.173,61.466
-1433,17.962,54.752
-1425,5.6761,61.786
-1427,17.965,54.746
-1414,-0.51043,69.517
-1408,13.085,54.104
-1390,24.277,62.623
-1371,26.064,48.615
-1363,4.9059,55.636
-1354,22.148,60.711
-1358,4.9030,55.633
-1346,18.297,47.506
-1337,28.781,59.697
-1329,20.108,52.549
-1319,17.256,62.685
-1311,12.866,49.456
-1302,15.342,67.791
-1294,0.34731,56.378
-1276,25.550,56.200
-1268,32.730,54.782
-1260,23.614,67.098
-1250,42.133,58.129
-1241,19.251,66.163
-1232,50.096,64.616
-1225,14.052,64.191
-1214,34.209,67.653
-1207,10.006,58.824
-1197,40.162,70.151
-1189,35.709,56.733
-1179,55.580,68.378
-1170,31.731,61.968
-1162,52.206,71.913
-1152,25.311,72.620
-1144,27.098,69.943
-1135,26.700,62.994
-1125,48.063,69.195
-1118,7.9795,61.736
-1107,49.313,71.989
-1100,13.976,63.548
-1090,40.561,72.736
-1085,40.574,72.742
-1073,12.788,74.123
-1066,33.268,64.020
-1054,29.833,66.403
-1047,26.698,60.721
-1036,44.183,64.061
-1031,35.066,68.569
-1019,46.218,61.894
-1014,39.343,73.995
-1003,27.983,69.921
-996,26.971,70.723
-984,22.172,71.442
-980,17.194,65.296
-967,33.820,70.094
-961,34.418,69.474
-950,33.756,66.882
-945,26.755,65.317
-931,26.363,71.996
-926,20.054,58.829
-913,19.235,65.570
-909,38.025,65.503
-896,23.578,68.086
-892,-6.9669,67.017
-878,5.5521,73.247
-874,4.1065,71.154
-855,25.480,64.859
-844,-6.3527,77.636
-838,0.67845,70.161
-825,24.647,65.819
-821,34.759,65.472
-807,-3.6015,69.678
-802,17.711,60.551
-790,7.1436,61.459
-786,11.447,64.747
-773,-6.3235,65.201
-769,14.615,57.882
-756,-7.7750,63.470
-751,5.8453,64.401
-739,-10.876,63.468
-733,8.6899,64.730
-721,12.294,61.607
-716,30.768,58.110
-702,13.495,60.990
-698,10.669,62.157
-684,5.1945,61.422
-667,-4.8940,62.930
-661,-6.6780,62.861
-650,5.0007,64.866
-643,20.401,71.727
-566,-7.5153,44.520
-557,-10.344,40.644
-547,-6.6138,44.583
-540,-14.805,41.409
-529,-7.8902,44.496
-520,-10.948,43.634
-512,-9.2177,40.349
-507,-9.2177,40.356
-501,-4.8298,45.133
-494,-5.6277,44.175
-485,-7.1755,46.941
-476,1.0636,44.477
-466,-9.7968,41.958
-458,-9.7532,40.249
-448,-4.8765,47.727
-441,1.2430,46.990
-431,-12.358,42.918
-424,-10.337,44.757
-413,-4.0523,44.715
-406,0.54424,52.691
-394,-5.5708,46.781
-387,-0.82990,53.752
-376,-10.411,43.971
-370,-3.5578,50.375
-357,-0.31788,48.133
-353,-6.2521,42.082
-339,-6.1908,48.286
-335,-6.7991,50.707
-321,-9.2819,49.515
-316,-2.5891,42.737
-304,-14.420,37.967
-300,-18.360,44.565
-285,-5.7811,38.887
-282,-12.167,43.274
-268,-7.9865,41.360
-264,-14.538,41.814
-249,-9.0864,49.799
-246,-13.040,48.962
-233,-1.1392,44.752
-228,-4.2740,49.543
-214,-1.7416,53.770
-212,-10.802,46.873
-198,-2.3776,42.070
-195,-15.358,45.294
-180,-3.8039,40.644
-177,-4.1821,40.479
-163,3.0956,44.662
-158,-4.6956,46.758
-145,5.5448,46.137
-141,-2.1544,37.478
-128,-18.360,57.343
-122,-7.9646,44.914
-110,-3.4192,41.093
-106,10.732,53.452
-93,-8.2506,39.325
-87,-14.640,44.110
-76,0.52528,41.799
-70,-10.859,40.737
-57,-5.7634,45.569
-52,-3.1858,47.553
-41,14.745,44.527
-34,1.6091,46.466
-24,6.7687,43.203
-16,-0.011539,45.947
-5,8.0772,43.149
1,3.9956,46.566
12,2.3546,56.047
17,4.1926,50.853
31,-0.32955,53.209
35,7.7578,51.995
47,2.0176,52.028
52,-7.4176,52.893
66,22.159,46.828
70,4.4975,55.007
82,9.3113,41.273
88,-18.007,57.469
101,7.4310,47.795
107,-1.5068,56.358
118,2.0176,51.888
124,-0.81093,50.922
136,6.1181,62.258
142,-11.795,47.759
153,-0.48563,52.740
160,-2.0275,58.698
170,6.8096,47.874
177,13.485,61.249
188,-1.7197,48.846
195,-0.84594,59.337
205,1.1759,54.157
213,-1.7066,62.148
224,10.894,48.259
232,2.0832,62.640
241,2.9249,54.237
248,-2.6796,55.602
258,1.5318,51.909
265,-1.6760,57.322
276,0.37941,58.968
283,-3.3346,57.185
295,1.1190,57.539
300,11.037,68.752
305,11.033,68.754
311,-2.2493,56.212
318,0.19706,60.845
329,-1.4221,53.344
336,-1.8802,64.326
347,-1.9663,54.447
354,2.2743,62.711
364,-2.3324,60.929
371,0.66386,60.201
382,-12.714,62.534
388,-7.9632,55.114
399,3.0329,59.489
406,4.4770,63.724
418,5.7491,59.027
424,-2.6752,57.336
435,2.2831,62.151
442,-6.7816,52.241
453,8.3340,56.799
460,-8.4125,59.323
465,-8.4154,59.329
471,-19.041,56.198
477,-12.487,58.965
489,-1.9633,48.717
494,-8.6254,56.702
507,12.596,59.781
512,4.4960,59.759
524,2.9074,58.214
540,-1.3842,55.294
547,-2.6387,54.213
558,-3.4673,56.481
565,8.6826,52.759
577,-3.4314,47.478
585,-3.2124,55.031
593,0.93373,52.424
600,2.7426,55.033
612,4.5281,50.128
617,3.4282,54.518
628,5.2589,52.973
634,-0.32225,67.020
647,18.894,52.713
653,-0.63005,59.516
665,16.520,57.186
671,11.126,59.923
684,8.4346,67.806
688,9.1071,56.292
702,11.321,52.519
706,-3.0020,55.707
719,17.534,56.960
723,-5.0982,56.041
736,4.5500,44.525
741,0.38670,54.459
755,-7.4103,50.353
758,3.1962,55.026
763,3.2021,55.026
773,-19.893,43.370
777,-14.865,44.420
