Generated using GEOMAGIA50.v3.3 on Mar/31/2020
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],SigmaAgeID,N_Ba,n_Ba[meas.],n_Ba[acc.],Ba[microT],SigmaBa[microT],VDM[E22_AmE2],SigmaVDM[E22_AmE2],N_Dir,n_Dir[meas.],n_Dir[acc.],Dec[deg.],Inc[deg.],Alpha95[deg.],K,MaxAF[mT],MaxTemp[deg.C],PubDataID,SiteName,LocationName,SiteLat[deg.],SiteLon[deg.],CountryRegionID,ArcheoVolcanic,MatID,PIMethID,AltMonID,MDMonID,CoolRID,AnisoID,DirMethID,DirAnalysisID,DatMethID,SpecTypeID,RefID,CompilationID,UploadMonth,UploadYear,Uploader,Editor,LastEditDate,C14ID,UID,CrossUID,CrossRefID
        1843,           5,           5,           1,           1,        -999,           4,       41.00,        8.20,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1843 Flow,Mount Etna,     37.7000,     15.0000,          11,Volcanic,4,1,5,-1,          -1,           0,           0,           0,105,1,          57,1001;1006;1010;1011,-999,2007,Fabio Donadini,-999,-999,-1,1407,-1,-1
        1843,           5,           5,           1,           1,        -999,           2,       34.50,        5.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1843,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,3485,-1,-1
        1847,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           4,      342.90,       61.90,        1.60,     3262.00,        -999,        -999,1847,1847 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9778,9819,-1
        1847,       -9999,       -9999,          -1,        -999,        -999,           5,       32.00,        5.20,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1847,1847 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9798,9838,-1
        1847,       -9999,       -9999,          -1,        -999,        -999,           3,       45.87,        1.90,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1847,1847 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9819,9778,-1
        1847,       -9999,       -9999,          -1,        -999,        -999,           3,       63.00,        7.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1847,1847 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,Maxwell Brown,24/07/2017,-1,9838,9798,-1
        1850,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           6,      344.80,       49.60,        0.80,     7013.00,        -999,        -999,1850,1850 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9779,9820,-1
        1850,       -9999,       -9999,          -1,        -999,        -999,           3,       43.60,        1.20,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1850,1850 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9799,9839,-1
        1850,       -9999,       -9999,          -1,        -999,        -999,           3,       41.32,        2.84,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1850,1850 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9820,9779,-1
        1850,       -9999,       -9999,          -1,        -999,        -999,           3,       43.00,        4.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1850,1850 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,Maxwell Brown,24/07/2017,-1,9839,9799,-1
        1853,       -9999,       -9999,           1,           1,        -999,           5,       47.70,        4.40,        8.62,        0.79,           1,        -999,           5,      350.20,       55.70,        2.50,     -999.00,        -999,        -999,-999,1853 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,869,-1,-1
        1853,           5,           5,           1,           1,        -999,           3,       32.00,        3.40,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1853,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,3486,-1,-1
        1855,          59,          59,           2,          15,          22,          19,       45.90,        2.60,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,-999,Vercelli - Fontanetto Po,     45.1900,      8.1900,          11,Archeo,9,2,1,1,           1,           0,           2,           1,104,1,         516,-1,12,2013,Fabio Donadini,-999,-999,-1,9077,-1,-1
        1855,          59,          59,          -1,          13,          22,          19,       46.40,        2.90,        7.41,        0.46,          23,          23,        -999,     -999.00,       65.30,        2.40,      156.00,        -999,        -999,-999,Mulino San Giovanni,Fontanetto Po,     45.1900,      8.1900,          11,Archeo,9,2,1,1,           1,           0,           2,           1,104,1,         805,1000;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013,5,2019,Gwenael Herve,-999,-999,-1,11432,-1,-1
        1855,           1,           1,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,        -999,        -999,      354.30,       53.40,        1.50,     -999.00,        -999,        -999,V21,1855 Flow - San Sebastiano,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         222,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,4589,-1,-1
        1858,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           2,      349.80,       54.30,       13.50,      346.00,        -999,        -999,1858,1858 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9780,9821,-1
        1858,       -9999,       -9999,          -1,        -999,        -999,           1,       60.00,       20.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1858,1858 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9800,9840,-1
        1858,       -9999,       -9999,          -1,        -999,        -999,           2,       31.50,       20.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1858,1858 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9821,9780,-1
        1858,       -9999,       -9999,          -1,        -999,        -999,           2,       40.40,        4.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1858,1858 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,Maxwell Brown,24/07/2017,-1,9840,9800,-1
        1858,           5,           5,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      347.60,       52.90,        1.10,     -999.00,        -999,        -999,-999,V16:V17,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         185,1005,-999,2009,Fabio Donadini,-999,-999,-1,3800,-1,-1
        1858,           1,           1,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,        -999,        -999,      347.40,       53.30,        1.80,     -999.00,        -999,        -999,V28,1858 Flow - I Tironi,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         222,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,4590,-1,-1
        1861,           0,           0,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           5,        -999,        -999,      348.20,       57.00,        3.10,     -999.00,        -999,        -999,-999,1861 Flow,Mount Vesuvius,     40.8200,     14.4200,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         196,1000;1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,3952,-1,-1
        1865,           5,           5,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,          14,        -999,        -999,      350.00,       51.50,        1.30,     -999.00,        -999,        -999,-999,1865 Flow NE Flank Citelli Road,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         258,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,5661,-1,-1
        1865,       -9999,       -9999,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      347.50,       52.00,        3.50,     -999.00,        -999,        -999,-999,1865 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,-1,-1,-1,           0,           0,           0,           0,105,3,          36,1005,-999,2009,Fabio Donadini,Maxwell Brown,24/07/2017,-1,870,-1,-1
        1865,           5,           5,           1,           1,        -999,           4,       43.30,        8.70,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1865 Flow,Mount Etna,     37.7000,     15.0000,          11,Volcanic,4,1,5,-1,          -1,           0,           0,           0,105,1,          57,1001;1006;1010;1011,-999,2007,Fabio Donadini,-999,-999,-1,1408,-1,-1
        1867,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           5,      347.70,       57.30,        4.00,      375.00,        -999,        -999,1867,1867 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9781,9822,-1
        1867,       -9999,       -9999,          -1,        -999,        -999,           5,       51.90,       13.70,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1867,1867 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9801,9841,-1
        1867,       -9999,       -9999,          -1,        -999,        -999,           3,       39.30,       12.70,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1867,1867 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9822,9781,-1
        1867,       -9999,       -9999,          -1,        -999,        -999,           3,       49.00,        8.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1867,1867 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,Maxwell Brown,24/07/2017,-1,9841,9801,-1
        1871,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           5,      349.20,       56.40,        3.50,      488.00,        -999,        -999,1871,1871 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9782,9823,-1
        1871,       -9999,       -9999,          -1,        -999,        -999,           4,       42.30,        6.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1871,1871 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9802,9842,-1
        1871,       -9999,       -9999,          -1,        -999,        -999,           3,       38.65,        2.17,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1871,1871 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9823,9782,-1
        1871,       -9999,       -9999,          -1,        -999,        -999,           3,       39.00,        4.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1871/1,1871 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,Maxwell Brown,24/07/2017,-1,9842,9802,-1
        1871,       -9999,       -9999,          -1,        -999,        -999,           3,       53.20,        1.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1871/2,1871 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9843,-1,-1
        1872,       -9999,       -9999,          -1,        -999,        -999,           3,       29.90,        4.90,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1872,1872 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9803,-1,-1
        1872,           0,           0,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,          10,        -999,        -999,      355.80,       54.00,        1.70,     -999.00,        -999,        -999,-999,1872 Flow,Mount Vesuvius,     40.8200,     14.4200,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         196,1000;1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,3953,-1,-1
        1879,       -9999,       -9999,           1,           1,        -999,           5,       41.30,        1.80,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1879 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,837,-1,-1
        1879,       -9999,       -9999,           1,           1,        -999,           1,       37.30,        5.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1879 Flow,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,0,0,0,           0,           0,           0,           0,105,0,         389,1010,-999,2009,Fabio Donadini,-999,-999,-1,7546,-1,-1
        1882,       -9999,       -9999,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      353.80,       50.50,        4.30,     -999.00,        -999,        -999,-999,1882 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,-1,-1,-1,           0,           0,           0,           0,105,3,          36,1005,-999,2009,Fabio Donadini,Maxwell Brown,24/07/2017,-1,871,-1,-1
        1886,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           5,      343.30,       57.30,        1.80,     1839.00,        -999,        -999,1886,1886 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9783,9824,-1
        1886,       -9999,       -9999,          -1,        -999,        -999,           3,       41.20,        6.40,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1886,1886 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9804,9844,-1
        1886,       -9999,       -9999,          -1,        -999,        -999,           3,       34.80,        6.12,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1886,1886 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9824,9783,-1
        1886,       -9999,       -9999,           1,           1,        -999,           5,       43.00,        2.90,        8.34,        0.56,           1,        -999,           5,      351.00,       49.80,        0.90,     -999.00,        -999,        -999,-999,1886 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,872,7547,389
        1886,       -9999,       -9999,          -1,        -999,        -999,           3,       46.70,       18.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1886,1886 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9844,9804,-1
        1886,       -9999,       -9999,           1,           1,        -999,           1,       46.90,        0.90,        9.10,     -999.00,           5,        -999,        -999,      351.00,       49.80,        0.90,     -999.00,        -999,        -999,-999,1886 Flow,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,0,0,0,           0,           0,           0,           0,105,0,         389,1010,-999,2009,Fabio Donadini,-999,-999,-1,7547,872,36
        1886,           5,           5,           1,           1,        -999,           2,       34.00,        4.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1886,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,3487,-1,-1
        1886,           5,           5,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      348.50,       51.70,        2.20,     -999.00,        -999,        -999,-999,E33,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         185,1005,-999,2009,Fabio Donadini,-999,-999,-1,3801,-1,-1
        1891,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           5,      354.10,       56.10,        2.50,      921.00,        -999,        -999,1891,1891 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9784,9825,-1
        1891,       -9999,       -9999,          -1,        -999,        -999,           2,       41.80,        5.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1891,1891 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9805,9845,-1
        1891,       -9999,       -9999,          -1,        -999,        -999,           2,       43.29,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1891,1891 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9825,9784,-1
        1891,       -9999,       -9999,          -1,        -999,        -999,           3,       44.60,       13.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1891,1891 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9845,9805,-1
        1892,           5,           5,           1,           1,        -999,           3,       36.20,        3.10,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1892,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,3488,-1,-1
        1895,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           6,      355.50,       54.80,        1.90,     1252.00,        -999,        -999,1895,1895 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9785,9826,-1
        1895,       -9999,       -9999,          -1,        -999,        -999,           6,       45.70,        8.40,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1895,1895 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9806,9846,-1
        1895,       -9999,       -9999,          -1,        -999,        -999,           3,       43.25,        3.50,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1895,1895 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9826,9785,-1
        1895,       -9999,       -9999,          -1,        -999,        -999,           3,       53.10,        3.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1895,1895 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9846,9806,-1
        1897,           2,           2,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           9,        -999,        -999,      351.40,       58.50,        1.50,     -999.00,        -999,        -999,V29,1895-99 Flow - Colle Umberto,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         222,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,4591,-1,-1
        1906,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           4,      353.60,       53.10,        0.80,    12638.00,        -999,        -999,1906,1906 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9786,9827,-1
        1906,       -9999,       -9999,          -1,        -999,        -999,           8,       45.00,        6.70,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1906,1906 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9807,9847,-1
        1906,       -9999,       -9999,          -1,        -999,        -999,           3,       38.00,        1.43,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1906,1906 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9827,9786,-1
        1906,           0,           0,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           5,        -999,        -999,      356.50,       55.60,        1.10,     -999.00,        -999,        -999,-999,1906 Flow,Mount Vesuvius,     40.8200,     14.4200,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         196,1000;1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,3954,-1,-1
        1906,       -9999,       -9999,          -1,        -999,        -999,           3,       53.70,        4.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1906,1906 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9847,9807,-1
        1906,           5,           5,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           8,        -999,           8,      356.40,       51.90,        1.40,     -999.00,        -999,        -999,-999,V38,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         188,-1,-999,2009,Fabio Donadini,-999,-999,-1,3809,-1,-1
        1906,           1,           1,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           5,        -999,        -999,      350.50,       61.20,        2.60,     -999.00,        -999,        -999,V24,1906 Flow - Cimitero di Torre Annunziata,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         222,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,4592,-1,-1
        1910,           5,           5,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,          10,        -999,        -999,      352.50,       51.30,        1.40,     -999.00,        -999,        -999,-999,1910 Flow South Flank,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         258,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,5662,-1,-1
        1910,           0,           0,           1,           1,        -999,           7,       42.00,        5.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1910 Flow,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,6,-1,-1,          -1,           0,           0,           0,105,1,          80,1001;1006;1010;1011,-999,2007,Fabio Donadini,Maxwell Brown,24/07/2017,-1,2364,-1,-1
