67.1727748691	49.0421
71.8073298429	49.1315
76.4418848168	48.6382
81.0764397906	48.4026
85.7109947644	49.0266
90.3455497382	50.471
94.980104712	52.1973
99.6146596859	53.7122
104.24921466	54.4653
108.883769634	54.7609
113.518324607	55.3173
118.152879581	56.1259
122.787434555	56.5782
127.421989529	56.4367
132.056544503	56.0837
137.733874346	55.8322
143.527068063	55.4429
149.32026178	54.3802
155.206146597	52.6195
162.157979058	50.9531
169.109811518	50.1689
176.061643979	50.5389
183.01347644	51.4737
189.965308901	52.2019
196.917141361	52.5172
203.868973822	52.8374
210.820806283	53.45
217.772638743	54.0535
225.133856894	54.1305
232.858115183	53.4648
240.582373473	52.3864
248.306631763	51.5222
256.030890052	51.2641
263.755148342	51.6021
272.251832461	52.3288
280.941623037	53.1293
289.631413613	53.6758
298.321204188	53.9334
307.010994764	54.0466
315.70078534	54.3415
324.390575916	54.8664
333.080366492	55.3558
341.770157068	55.5332
350.459947644	55.2291
359.14973822	54.4221
367.839528796	53.1855
376.529319372	51.7295
385.219109948	50.8865
393.908900524	51.5592
402.598691099	54.1426
411.288481675	57.781
419.978272251	61.4523
428.668062827	63.8375
437.357853403	64.228
446.047643979	63.1961
454.737434555	61.5643
463.427225131	59.4471
471.267347295	57.1335
478.991605585	55.2169
486.715863874	54.2599
494.440122164	54.7545
502.164380454	56.5958
509.772774869	59.162
516.72460733	61.4763
523.676439791	62.9239
530.628272251	63.1788
537.580104712	62.3856
544.531937173	61.0412
551.483769634	59.8333
558.435602094	59.1697
565.387434555	59.1257
572.339267016	59.5343
578.59591623	59.976
584.389109948	60.2975
590.182303665	60.7391
595.975497382	61.248
601.768691099	61.6184
607.561884817	61.6019
613.355078534	61.0886
619.148272251	60.4395
623.829172775	60.3506
628.463727749	61.069
633.098282723	62.5615
637.732837696	64.4521
642.36739267	65.9717
647.001947644	66.3836
651.636502618	65.0178
656.271057592	62.0472
660.905612565	58.7628
666.015209424	56.7949
671.808403141	57.0049
677.601596859	59.9613
738.534408377	54.0861
745.486240838	53.8079
752.468970332	53.919
760.193228621	54.0729
767.917486911	54.126
775.641745201	54.2532
783.36600349	54.737
791.09026178	55.6493
799.113835079	56.693
807.803625654	57.4311
816.49341623	57.7505
825.183206806	57.9668
833.872997382	58.6638
842.562787958	59.6918
851.252578534	60.2534
859.94236911	59.8346
868.632159686	58.36
877.321950262	56.3695
886.011740838	54.3936
894.701531414	52.9988
903.39132199	52.493
912.081112565	52.813
920.770903141	53.7245
929.460693717	54.7692
938.150484293	55.4568
946.840274869	55.5383
955.530065445	55.2008
964.219856021	54.7505
972.909646597	54.4004
981.599437173	53.9783
990.289227749	53.1953
998.979018325	52.2176
1007.6688089	51.5711
1016.35859948	51.4415
1025.04839005	51.996
1033.73818063	53.1295
1042.4279712	54.5873
1051.11776178	56.4812
1059.80755236	58.8185
1067.77319372	61.3096
1075.49745201	62.6987
1083.2217103	61.9323
1090.94596859	59.2736
1098.67022688	56.1379
1106.39448517	53.5867
1114.11874346	52.7512
1121.84300175	53.8093
1129.56726003	55.9209
1137.29151832	57.8743
1145.01577661	58.229
1152.7400349	56.6822
1160.46429319	54.8143
1168.18855148	53.9915
