7.085714285714286120e+01,-2.217270000000002028e+01
7.622857142857142776e+01,-2.290350000000000819e+01
8.159999999999999432e+01,-2.220909999999997808e+01
8.697142857142856087e+01,-2.091039999999998145e+01
9.234285714285714164e+01,-1.953789999999997917e+01
9.771428571428570820e+01,-1.848390000000000555e+01
1.030857142857142890e+02,-1.785759999999999081e+01
1.084571428571428555e+02,-1.777409999999997581e+01
1.138285714285714221e+02,-1.814449999999999363e+01
1.191999999999999886e+02,-1.925049999999998818e+01
1.245714285714285694e+02,-2.137810000000001764e+01
1.299428571428571217e+02,-2.412990000000002055e+01
1.353142857142856883e+02,-2.666109999999997626e+01
1.406857142857142833e+02,-2.795030000000002701e+01
1.460571428571428498e+02,-2.771190000000001419e+01
1.514285714285714164e+02,-2.628379999999998518e+01
1.568000000000000114e+02,-2.443709999999998672e+01
1.621714285714285779e+02,-2.271629999999998972e+01
1.675428571428571445e+02,-2.157650000000001000e+01
1.729142857142857110e+02,-2.097259999999999991e+01
1.782857142857142776e+02,-2.089990000000000236e+01
1.836571428571428442e+02,-2.150330000000002428e+01
1.890285714285714107e+02,-2.266180000000002792e+01
1.943999999999999773e+02,-2.392840000000001055e+01
1.997714285714285722e+02,-2.505189999999998918e+01
2.051428571428571388e+02,-2.612310000000002219e+01
2.105142857142857054e+02,-2.718020000000001346e+01
2.158857142857142719e+02,-2.791710000000000491e+01
2.212571428571428385e+02,-2.778429999999997335e+01
2.266285714285714050e+02,-2.643389999999999418e+01
2.319999999999999716e+02,-2.406430000000000291e+01
2.390958904109589014e+02,-2.157679999999999154e+01
2.461917808219178028e+02,-1.964049999999997453e+01
2.532876712328767042e+02,-1.837419999999997344e+01
2.603835616438356055e+02,-1.777469999999999573e+01
2.674794520547945353e+02,-1.738020000000000209e+01
2.745753424657534083e+02,-1.691000000000002501e+01
2.816712328767123381e+02,-1.634289999999998599e+01
2.887671232876712111e+02,-1.574540000000001783e+01
2.958630136986301409e+02,-1.547070000000002210e+01
3.029589041095890707e+02,-1.535070000000001755e+01
3.100547945205479436e+02,-1.492809999999997217e+01
3.171506849315068166e+02,-1.389909999999997581e+01
3.242465753424657464e+02,-1.177530000000001564e+01
3.313424657534246762e+02,-8.793400000000019645e+00
3.384383561643835492e+02,-5.669500000000027740e+00
3.455342465753424790e+02,-3.362999999999999545e+00
3.526301369863013520e+02,-2.956700000000012096e+00
3.597260273972602818e+02,-4.639700000000004820e+00
3.668219178082191547e+02,-8.121100000000012642e+00
3.739178082191780845e+02,-1.269979999999998199e+01
3.810136986301370143e+02,-1.804539999999997235e+01
3.881095890410958873e+02,-2.266000000000002501e+01
3.952054794520547603e+02,-2.446679999999997790e+01
4.023013698630136901e+02,-2.329320000000001301e+01
4.093972602739726199e+02,-2.031810000000001537e+01
4.164931506849314928e+02,-1.624380000000002156e+01
4.235890410958904226e+02,-1.269220000000001392e+01
4.306849315068493524e+02,-1.053350000000000364e+01
4.377808219178082254e+02,-9.743699999999989814e+00
4.448767123287670984e+02,-1.010329999999999018e+01
4.519726027397260282e+02,-1.157350000000002410e+01
4.590684931506849580e+02,-1.425119999999998299e+01
4.661643835616438309e+02,-1.808359999999998990e+01
4.732602739726027039e+02,-2.265330000000000155e+01
4.803561643835616337e+02,-2.609640000000001692e+01
4.874520547945205635e+02,-2.705419999999998026e+01
4.945479452054794365e+02,-2.531839999999999691e+01
5.016438356164383663e+02,-2.195650000000000546e+01
5.087397260273972392e+02,-1.773020000000002483e+01
5.158356164383561691e+02,-1.372030000000000882e+01
5.229315068493150420e+02,-1.093990000000002283e+01
5.300273972602740287e+02,-9.857199999999977535e+00
5.371232876712329016e+02,-1.072419999999999618e+01
5.442191780821917746e+02,-1.300330000000002428e+01
5.513150684931506476e+02,-1.580599999999998317e+01
5.584109589041095205e+02,-1.791820000000001301e+01
5.655068493150685072e+02,-1.857139999999998281e+01
5.726027397260273801e+02,-1.725729999999998654e+01
5.796986301369863668e+02,-1.495199999999999818e+01
5.867945205479452397e+02,-1.266860000000002628e+01
5.938904109589041127e+02,-1.119029999999997926e+01
6.009863013698629857e+02,-1.048250000000001592e+01
6.080821917808218586e+02,-1.021800000000001774e+01
6.151780821917808453e+02,-9.838700000000017099e+00
6.222739726027397182e+02,-8.517999999999972260e+00
6.293698630136987049e+02,-5.586000000000012733e+00
6.364657534246575779e+02,-1.910900000000026466e+00
6.435616438356164508e+02,1.476499999999999924e+00
6.506575342465753238e+02,4.185100000000000264e+00
6.577534246575341967e+02,6.505499999999999616e+00
6.648493150684930697e+02,8.903000000000000469e+00
7.287123287671232674e+02,6.601499999999999702e+00
7.358082191780822541e+02,7.197099999999999831e+00
7.429041095890411270e+02,7.875700000000000145e+00
7.500000000000000000e+02,8.236000000000000654e+00
7.590606060606060055e+02,7.903299999999999770e+00
7.681212121212121247e+02,6.777099999999999902e+00
7.771818181818181301e+02,5.218300000000000161e+00
7.862424242424242493e+02,3.957199999999999829e+00
7.953030303030302548e+02,3.700899999999999856e+00
8.043636363636363740e+02,4.473900000000000432e+00
8.134242424242423795e+02,6.060200000000000031e+00
8.224848484848484986e+02,7.740400000000000169e+00
8.315454545454545041e+02,9.018399999999999750e+00
8.406060606060606233e+02,9.978300000000000836e+00
8.496666666666666288e+02,1.085960000000000036e+01
8.587272727272727479e+02,1.184280000000000044e+01
8.677878787878787534e+02,1.295390000000000086e+01
8.768484848484848726e+02,1.419710000000000072e+01
8.859090909090908781e+02,1.580550000000000033e+01
8.949696969696969973e+02,1.766379999999999839e+01
9.040303030303030027e+02,1.939349999999999952e+01
9.130909090909091219e+02,2.064930000000000021e+01
9.221515151515151274e+02,2.138800000000000168e+01
9.312121212121212466e+02,2.193189999999999884e+01
9.402727272727272521e+02,2.276379999999999981e+01
9.493333333333333712e+02,2.382280000000000086e+01
9.583939393939393767e+02,2.442589999999999861e+01
9.674545454545454959e+02,2.380570000000000164e+01
9.765151515151515014e+02,2.187959999999999994e+01
9.855757575757575069e+02,1.908230000000000004e+01
9.946363636363636260e+02,1.646699999999999875e+01
1.003696969696969745e+03,1.497889999999999944e+01
1.012757575757575751e+03,1.513010000000000055e+01
1.021818181818181756e+03,1.655699999999999861e+01
1.030878787878787989e+03,1.858589999999999876e+01
1.039939393939393995e+03,2.047159999999999869e+01
1.049000000000000000e+03,2.176679999999999993e+01
1.056606060606060510e+03,2.246620000000000061e+01
1.064212121212121247e+03,2.228409999999999869e+01
1.071818181818181756e+03,2.038479999999999848e+01
1.079424242424242493e+03,1.625150000000000006e+01
1.087030303030303003e+03,1.094669999999999987e+01
1.094636363636363740e+03,7.093499999999999694e+00
1.102242424242424249e+03,5.973399999999999821e+00
1.109848484848484759e+03,7.024700000000000166e+00
1.117454545454545496e+03,9.307900000000000063e+00
1.125060606060606005e+03,1.159740000000000038e+01
1.132666666666666742e+03,1.216670000000000051e+01
1.140272727272727252e+03,9.482699999999999463e+00
1.147878787878787989e+03,3.831700000000000106e+00
1.155484848484848499e+03,-1.537699999999972533e+00
1.163090909090909008e+03,-3.949999999999988631e+00
1.170696969696969745e+03,-3.125000000000000000e+00
1.178303030303030255e+03,2.089999999999999913e-01
1.185909090909090992e+03,4.421899999999999942e+00
1.193515151515151501e+03,7.532000000000000028e+00
1.201121212121212011e+03,8.297000000000000597e+00
