"Position  (cm, u-channel)",Core,"Depth (cm)","Age (years BP) MS Augusta  C14_optimized","Decl ChRM measured","Decl ChRM  (rotated)","arbitrary rotation","Incl ChRM ",MAD,"MS-mean (10E-05 SI)","Intensity NRM_0mT (emu/cc)","Intensity ARM_0mT (emu/cc)","NRM/ARM_0mT norm max","MDF_NRM (mT)","MDF_ARM (mT)"
46,,428.5,2521.27388535032,259.95,31.95,,54.68,0.75,17.6506666666667,5.6481E-05,0.00014555,0.8693274397375,26.8910196445276,24.0696235017059
45,,429.5,2524.84076433121,259.26,31.26,,53.81,0.87,18.2533333333333,6.1036E-05,0.00015743,0.87476279516653,26.3669064748201,23.8649741944483
44,,430.5,2528.4076433121,258.54,30.54,,52.74,1.07,19.1896666666667,6.6914E-05,0.00017071,0.88663719364698,25.7247221574571,23.6310694490562
43,,431.5,2531.97452229299,259.09,31.09,,51.41,1.07,21.4586666666667,7.3339E-05,0.00018265,0.89617426976033,25.1238944265057,23.3546303447307
42,,432.5,2535.54140127389,261.11,33.11,,50.78,1.01,23.7276666666667,7.9045E-05,0.00018996,0.90275764784054,24.6707805634531,23.1626342627753
41,,433.5,2539.10828025478,264.39,36.39,,50.94,0.8,24.6636666666667,8.1811E-05,0.00018991,0.8983922345514,24.503490836554,23.0552437959845
40,,434.5,2542.67515923567,267.84,39.84,,51.6,0.66,22.9333333333333,8.094E-05,0.00018373,0.88906152336222,24.6107255520505,23.1032476572402
39,,435.5,2546.24203821656,269.97,41.97,,52.49,0.79,21.5356666666667,7.7447E-05,0.0001755,0.87930789699198,24.8759700205611,23.2888229475767
38,,436.5,2549.80891719745,269.32,41.32,,53.33,0.79,20.1386666666667,7.3061E-05,0.0001682,0.86841024915459,25.2760671055426,23.5285081774645
37,,437.5,2553.37579617834,265.81,37.81,,53.66,0.79,19.4086666666667,6.9462E-05,0.00016217,0.86146520598788,25.7103417400388,23.7716180999763
36,,438.5,2556.94267515924,262.39,34.39,,53.74,0.79,19.3446666666667,6.6954E-05,0.00015638,0.86123656538172,26.0402736743897,24.016996887198
35,,439.5,2560.50955414013,261.06,33.06,,54.22,0.79,19.2806666666667,6.4511E-05,0.00015007,0.860535942182,26.3361788617886,24.2329896907216
34,,440.5,2564.07643312102,261.79,33.79,,55.23,0.79,18.8826666666667,6.1557E-05,0.00014356,0.85565760114748,26.5862780500387,24.3911658296884
33,,441.5,2567.64331210191,264.38,36.38,,56.53,0.79,17.8186666666667,5.8269E-05,0.00013758,0.84668246258621,26.7288306451613,24.4977545335683
32,,442.5,2571.2101910828,266.84,38.84,,57.58,0.79,17.0883333333333,5.5549E-05,0.00013263,0.84224295904559,26.7261559295802,24.6017540719527
31,,443.5,2574.77707006369,268.42,40.42,,58.09,0.79,16.691,5.3806E-05,0.000129,0.8462630652783,26.6693298711675,24.7101697554898
30,,444.5,2578.34394904459,269.37,41.37,,58.17,0.66,16.96,5.3043E-05,0.00012696,0.85773832935574,26.629786804082,24.8467186191795
29,,445.5,2581.91082802548,270.25,42.25,,57.89,0.79,16.896,5.3172E-05,0.00012648,0.87364004265863,26.6760847628658,25.0377178245545
28,,446.5,2585.47770700637,271.06,43.06,,57.61,0.66,17.4986666666667,5.3933E-05,0.00012708,0.88950659121052,26.8011801180118,25.2792486761914
27,,447.5,2589.04458598726,271.53,43.53,,57.4,0.79,17.768,5.495E-05,0.00012833,0.90200083517601,26.9244444444444,25.548802885097
26,,448.5,2592.61146496815,271.53,43.53,,57.39,0.79,17.7043333333333,5.5907E-05,0.0001303,0.90877096543181,26.9759366135185,25.7924314977388
25,,449.5,2596.17834394904,270.73,42.73,,57.46,0.79,18.6406666666667,5.6942E-05,0.00013335,0.911600910646,26.9311811328049,26.0102689003719
24,,450.5,2599.74522292994,269.07,41.07,,57.42,0.66,18.91,5.8338E-05,0.00013762,0.9125884442427,26.8378506894912,26.2179176755448
23,,451.5,2603.31210191083,267.32,39.32,,57.16,0.66,20.179,6.0323E-05,0.00014283,0.91436128099587,26.7182993766862,26.4270015698587
22,,452.5,2606.87898089172,266.01,38.01,,56.72,0.66,22.1146666666667,6.2727E-05,0.00014773,0.9161182402743,26.6000905797101,26.6221234628029
21,,453.5,2610.44585987261,265.6,37.6,,56.34,0.79,23.3846666666667,6.5047E-05,0.00015097,0.91849124863383,26.4774233454096,26.7855559823882
20,,454.5,2614.0127388535,266.17,38.17,,56.36,0.79,24.32,6.6524E-05,0.00015138,0.91918758281636,26.4115040403163,26.8919389472462
19,,455.5,2617.57961783439,267.34,39.34,,56.76,0.79,24.2563333333333,6.6739E-05,0.00014899,0.91966073188578,26.4153152371867,26.9241475295755
18,,456.5,2621.14649681529,268.35,40.35,,57.45,0.79,23.193,6.5809E-05,0.00014513,0.92139238882707,26.5188985354731,26.8791105081547
17,,457.5,2624.71337579618,268.41,40.41,,58.13,0.79,21.7953333333333,6.4434E-05,0.00014177,0.92613510538904,26.747620318477,26.8062795490362
16,,458.5,2628.28025477707,267.57,39.57,,58.48,0.79,20.3983333333333,6.3468E-05,0.00013993,0.93387107210757,27.0801543847051,26.7407177256486
15,,459.5,2631.84713375796,266.47,38.47,,58.42,0.79,20.3346666666667,6.3329E-05,0.00013949,0.94407879983286,27.4457690928648,26.7164839331416
14,,460.5,2635.41401273885,265.75,37.75,,58.11,0.79,20.9373333333333,6.3827E-05,0.00014008,0.9545041192298,27.7656736327257,26.7266827840692
13,,461.5,2638.98089171975,265.71,37.71,,57.78,0.79,20.8736666666667,6.4616E-05,0.00014159,0.96223330754002,28.0072176745005,26.7380528723945
12,,462.5,2642.54777070064,266.17,38.17,,57.6,0.66,21.143,6.5608E-05,0.000144,0.96658636867363,28.1818181818182,26.736012608353
11,,463.5,2646.11464968153,267.22,39.22,,57.49,0.79,21.7453333333333,6.6807E-05,0.00014696,0.96777840481565,28.2922732362822,26.7168861829026
10,,464.5,2649.68152866242,268.65,40.65,,57.29,0.71,22.015,6.811E-05,0.00015009,0.96678117663235,28.3030922565806,26.6814145790742
9,,465.5,2653.24840764331,269.76,41.76,,56.98,0.76,22.9513333333333,6.9376E-05,0.00015303,0.96421514265526,28.1672567863767,26.6312354033176
8,,466.5,2656.8152866242,269.9,41.9,,56.56,0.87,23.887,7.0495E-05,0.00015552,0.96094423505107,27.8487641390867,26.571369746169
7,,467.5,2660.3821656051,268.8,40.8,,56.1,0.87,24.825,7.1452E-05,0.00015707,0.95839511413042,27.3681125439625,26.4903776378044
6,,468.5,2663.94904458599,267.07,39.07,,55.44,0.94,26.4293333333333,7.2115E-05,0.00015679,0.95774261781539,26.7997811816193,26.4017182725019
5,,469.5,2667.51592356688,265.74,37.74,,54.69,0.94,27.0333333333333,7.1945E-05,0.0001531,0.95719121901142,26.2748528031402,26.3218723749384
4,,470.5,2671.08280254777,265.55,37.55,,54.08,0.86,27.9716666666667,6.993E-05,0.00014413,0.95280666537447,25.8681785967399,26.2515588811687
3,,471.5,2674.64968152866,266.75,38.75,,54.07,0.86,26.2416666666667,6.4862E-05,0.00012844,0.93875529212984,25.5956263188183,26.2134576612903
2,,472.5,2678.21656050955,269.59,41.59,,55.36,0.79,22.8466666666667,5.6012E-05,0.00010812,0.90969798408323,25.4767507002801,26.1959745762712
,,,,,,,,,,,,,,
,,474.5,,,,,,,,,,,,
,,475.5,,,,,,,,,,,,
,,476.5,,,,,,,,,,,,
,,477.5,,,,,,,,,,,,
,,478.5,,,,,,,,,,,,
,,479.5,,,,,,,,,,,,
64,,480.5,2726.15384615385,245.03,35.03,-210,49.58,1.21,14.4393333333333,5.1831E-05,0.00010682,1,27.6107111692845,25.3217054263566
63,,481.5,2732.30769230769,246.51,36.51,,50.72,1.24,14.453,5.0684E-05,0.0001042,0.98977107454397,27.4041330533761,25.2478042659975
62,,482.5,2738.46153846154,247.6,37.6,,51.6,1.28,13.7993333333333,4.8868E-05,0.00010119,0.97830279724623,27.0845150311968,25.1438791093963
61,,483.5,2744.61538461538,247.84,37.84,,51.99,1.31,13.4796666666667,4.6867E-05,9.8547E-05,0.96615322519345,26.8664705882353,25.0655798750465
60,,484.5,2750.76923076923,246.94,36.94,,51.88,1.37,13.8263333333333,4.5172E-05,9.6202E-05,0.95618595588119,26.9138521781694,25.0550314465409
59,,485.5,2756.92307692308,245.74,35.74,,51.31,1.45,13.5063333333333,4.3809E-05,9.3675E-05,0.94993893423862,27.2896542958821,25.1387134706677
58,,486.5,2763.07692307692,245.39,35.39,,50.67,1.48,13.186,4.245E-05,9.0439E-05,0.94530170643431,27.7871777924653,25.2510300967395
57,,487.5,2769.23076923077,245.99,35.99,,50.4,1.44,12.866,4.0719E-05,8.6392E-05,0.93919938871765,28.1519634955752,25.3483130402454
56,,488.5,2775.38461538462,247.45,37.45,,50.83,1.49,12.5463333333333,3.8535E-05,8.176E-05,0.93046123501142,28.1844023323615,25.3780898054702
55,,489.5,2781.53846153846,249.39,39.39,,51.89,1.47,12.5596666666667,3.5961E-05,7.6822E-05,0.91750264794422,27.9283392663674,25.323046754051
54,,490.5,2787.69230769231,250.97,40.97,,53.4,1.61,11.9066666666667,3.3246E-05,7.205E-05,0.90275570180481,27.4937676583015,25.194840985504
53,,491.5,2793.84615384615,251.28,41.28,,54.85,1.66,11.5866666666667,3.0724E-05,6.802E-05,0.88952922332551,26.9724770642202,25.0515160435679
52,,492.5,2800,249.81,39.81,,55.65,1.76,11.5996666666667,2.874E-05,6.4963E-05,0.88138688768035,26.6408218647025,24.9180532966346
51,,493.5,2806.15384615385,247.91,37.91,,55.25,1.83,11.6133333333333,2.76E-05,6.2839E-05,0.88625655149736,26.5667686034659,24.8918670948293
50,,494.5,2812.30769230769,247.22,37.22,,54.15,1.86,10.96,2.7065E-05,6.0972E-05,0.89845269407486,26.6962236595034,24.8998234175496
49,,495.5,2818.46153846154,247.98,37.98,,53.12,1.88,10.64,2.6628E-05,5.8825E-05,0.91101296235459,26.7879813796022,24.9260323915025
48,,496.5,2824.61538461538,248.96,38.96,,52.49,1.88,10.6533333333333,2.5917E-05,5.6566E-05,0.91905021700729,26.692341071816,24.9120319883679
47,,497.5,2830.76923076923,248.73,38.73,,52.08,1.91,10.6666666666667,2.5017E-05,5.4756E-05,0.92256337275061,26.458051420839,24.8550450382257
46,,498.5,2836.92307692308,247.52,37.52,,51.35,1.9,10.6803333333333,2.4352E-05,5.3538E-05,0.92772523361286,26.268446943078,24.7881688372823
45,,499.5,2842.31884057971,246.54,36.54,,50.03,1.84,10.3601,2.4085E-05,5.2249E-05,0.93842799770034,26.1963557899784,24.7377749133972
44,,500.5,2846.95652173913,247.43,37.43,,48.71,1.78,10.7066666666667,2.3792E-05,5.0094E-05,0.94988147375425,26.1295843520782,24.6692397078353
43,,501.5,2851.59420289855,250.43,40.43,,48.12,1.8,10.3866,2.2881E-05,4.696E-05,0.95280875427022,25.9201813365933,24.518544314818
42,,502.5,2856.23188405797,253.52,43.52,,48.86,1.92,10.3996666666667,2.124E-05,4.3623E-05,0.94350210454979,25.4562506896171,24.2970648719387
41,,503.5,2860.86956521739,255.77,45.77,,50.86,2.1,10.0800666666667,1.9315E-05,4.0892E-05,0.92362489963855,24.6867299162149,23.9990868506493
40,,504.5,2865.50724637681,255.87,45.87,,53.56,2.33,10.4266333333333,1.7623E-05,3.9091E-05,0.89899637006601,23.8963187646491,23.7191072400653
39,,505.5,2870.14492753623,254.41,44.41,,55.49,2.51,10.4403333333333,1.6545E-05,3.807E-05,0.88288967942526,23.2258064516129,23.4795789955383
38,,506.5,2874.78260869565,252.49,42.49,,55.82,2.65,10.7866666666667,1.6062E-05,3.7438E-05,0.88010237673238,22.7614590058102,23.3065848477696
37,,507.5,2879.42028985507,251.02,41.02,,55.36,2.69,10.4670333333333,1.5896E-05,3.6868E-05,0.8857102348403,22.4948686800988,23.1930752584756
36,,508.5,2884.05797101449,250.94,40.94,,54.96,2.71,10.1469333333333,1.5763E-05,3.6283E-05,0.89187860479793,22.3142930327869,23.1176614481409
35,,509.5,2888.69565217391,251.63,41.63,,55.44,2.7,10.1605,1.5519E-05,3.591E-05,0.89223035272243,22.1871768355739,23.0904678944749
34,,510.5,2893.33333333333,252.16,42.16,,56.46,2.65,10.507,1.5242E-05,3.6006E-05,0.88540710203219,22.1078770081188,23.0969773299748
33,,511.5,2897.97101449275,251.78,41.78,,57.45,2.49,10.8536666666667,1.5149E-05,3.6706E-05,0.87765844792044,22.1486865595511,23.144867445659
32,,512.5,2902.60869565217,250.33,40.33,,57.49,2.28,10.5335666666667,1.5417E-05,3.8032E-05,0.87615160564896,22.3843140455399,23.2279493172592
31,,513.5,2907.24637681159,248.41,38.41,,56.19,2.06,10.2138,1.6118E-05,3.994E-05,0.88405327248511,22.7992971197188,23.3522324592488
30,,514.5,2911.88405797101,246.61,36.61,,54.11,1.87,10.5603333333333,1.7173E-05,4.2258E-05,0.89692175584671,23.3048592634085,23.5042448614835
29,,515.5,2916.52173913043,245.95,35.95,,51.84,1.7,10.574,1.838E-05,4.4687E-05,0.90730440067902,23.7758830694275,23.6671560402685
28,,516.5,2921.15942028986,245.46,35.46,,50.44,1.55,11.254,1.948E-05,4.6926E-05,0.90933561655247,24.1123340112454,23.7927118309303
27,,517.5,2925.79710144928,245.1,35.1,,49.84,1.48,11.2673333333333,2.037E-05,4.8942E-05,0.90551144070017,24.2709699492502,23.8930581613508
26,,518.5,2930.4347826087,244.08,34.08,,50.03,1.41,11.2806666666667,2.1109E-05,5.1086E-05,0.89970968656782,24.316973020641,23.9689379657061
25,,519.5,2935.07246376812,242.99,32.99,,50.63,1.34,11.2936666666667,2.1924E-05,5.3524E-05,0.89522941464814,24.3495484075424,24.0435044278222
24,,520.5,2939.71014492754,242.28,32.28,,50.98,1.25,11.6403333333333,2.2914E-05,5.6023E-05,0.89303564898741,24.4693296005599,24.1339454053611
23,,521.5,2944.34782608696,242.35,32.35,,51,1.16,12.3203333333333,2.4019E-05,5.8179E-05,0.89434484873894,24.5840026457526,24.2503519474425
22,,522.5,2948.98550724638,243.4,33.4,,50.73,1.11,12,2.494E-05,5.9697E-05,0.89422466783035,24.6237288135593,24.3346394393791
21,,523.5,2953.6231884058,244.28,34.28,,50.42,1.06,12.3466666666667,2.5486E-05,6.0828E-05,0.89056499614694,24.5320414005726,24.3950843727073
20,,524.5,2958.26086956522,244.62,34.62,,50.34,1.04,12.36,2.5708E-05,6.2152E-05,0.88161953150172,24.3233820004358,24.443485142816
19,,525.5,2962.89855072464,244.22,34.22,,50.07,1.06,13.04,2.5882E-05,6.4146E-05,0.86867870148763,24.1464995678479,24.5180807654425
18,,526.5,2967.53623188406,242.92,32.92,,49.34,0.98,13.0533333333333,2.634E-05,6.6941E-05,0.85656956588879,24.146186440678,24.645846091039
17,,527.5,2972.17391304348,241.33,31.33,,48.11,0.84,13.4,2.7241E-05,7.0292E-05,0.84888195061693,24.3296546086246,24.8244299674267
16,,528.5,2976.8115942029,240.13,30.13,,46.8,0.71,13.7463333333333,2.8437E-05,7.361E-05,0.84390648976121,24.5813047711782,25.0331824102214
15,,529.5,2981.44927536232,239.68,29.68,,46.08,0.69,14.093,2.9484E-05,7.6257E-05,0.83553766832274,24.7040089921319,25.2099496594611
14,,530.5,2986.08695652174,239.59,29.59,,46.45,0.79,14.4396666666667,2.9945E-05,7.7978E-05,0.81914550159052,24.604216756057,25.334191702432
13,,531.5,2990.72463768116,239.28,29.28,,47.95,0.79,14.7863333333333,2.9795E-05,7.9281E-05,0.79705400201828,24.3439550140581,25.3920744352895
12,,532.5,2995.36231884058,238.13,28.13,,49.5,0.79,15.1326666666667,2.958E-05,8.1172E-05,0.77829725601717,24.1000190876121,25.4327905051063
11,,533.5,3000,235.96,25.96,,50.08,0.79,15.4796666666667,3.002E-05,8.4265E-05,0.77147328250495,24.0953104233909,25.5209289765055
10,,534.5,3004.63768115942,234.14,24.14,,49.22,0.79,15.493,3.1491E-05,8.8183E-05,0.77957100151647,24.3845733041575,25.6830729166667
9,,535.5,3009.27536231884,233.49,23.49,,47.74,0.79,16.173,3.3751E-05,9.1865E-05,0.79839576479503,24.8149727148704,25.8902505853634
8,,536.5,3013.91304347826,234.05,24.05,,46.19,0.79,15.5196666666667,3.6132E-05,9.4604E-05,0.82046181089298,25.2138654794085,26.1095438462274
7,,537.5,3018.55072463768,234.98,24.98,,44.99,0.79,16.1993333333333,3.7977E-05,9.5754E-05,0.83738967978301,25.5137296318648,26.2714385312573
6,,538.5,3023.1884057971,236.14,26.14,,44.11,0.79,16.8786666666667,3.8878E-05,9.4775E-05,0.84696105174654,25.7214076246334,26.3825086306099
5,,539.5,3027.82608695652,237.42,27.42,,43.52,0.66,15.8916666666667,3.8584E-05,7.9924E-05,0.84923895035547,25.8752927400468,26.4531985276988
,,540.5,,,,,,,,,,,,
,,541.5,,,,,,,,,,,,
,,542.5,,,,,,,,,,,,
,,543.5,,,,,,,,,,,,
,,544.5,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,553.5,,,,,,,,,,,,
,,554.5,,,,,,,,,,,,
,,555.5,,,,,,,,,,,,
18,,556.5,3106.66666666667,229.69,19.69,-210,42.69,0.87,13.7966666666667,3.15E-05,8.7134E-05,0.82214759691094,24.7826086956522,25.284134041861
17,,557.5,3111.30434782609,232.57,22.57,,42.83,0.99,13.8533333333333,3.41E-05,9.3423E-05,0.81636274384933,24.706445437141,25.288926559306
16,,558.5,3115.94202898551,233.99,23.99,,42.76,1.09,14.5766666666667,3.62E-05,9.9822E-05,0.80829745307117,24.6905734604327,25.3735819230054
15,,559.5,3120.57971014493,234.04,24.04,,42.59,1.09,14.9666666666667,3.82E-05,0.00010659,0.79827686846284,24.7495682210708,25.5169558015866
14,,560.5,3125.21739130435,233.3,23.3,,42.53,1.12,15.0236666666667,4.03E-05,0.00011366,0.78868763673326,24.8630136986301,25.7135265503005
13,,561.5,3129.85507246377,231.77,21.77,,42.95,1.04,16.747,4.25E-05,0.00012079,0.78000561204795,25.0254535961363,25.9388545782347
12,,562.5,3134.49275362319,229.83,19.83,,43.99,0.99,17.8046666666667,4.46E-05,0.00012785,0.77022981621882,25.2910052910053,26.1961748436314
11,,563.5,3139.13043478261,228.11,18.11,,45.43,0.82,17.195,4.68E-05,0.00013464,0.76359235171719,25.5656382335148,26.4499759994514
10,,564.5,3143.76811594203,226.97,16.97,,46.65,0.79,18.585,4.9E-05,0.0001407,0.75916893072649,25.8099000697188,26.7080277632268
9,,565.5,3148.40579710145,226.37,16.37,,47.18,0.79,19.3083333333333,5.11E-05,0.00014552,0.75760573183167,26.0139388489209,26.9712431887619
8,,566.5,3153.04347826087,226.37,16.37,,46.82,0.66,19.699,5.29E-05,0.00014869,0.75831463038484,26.258162821071,27.2317957821922
7,,567.5,3157.68115942029,226.65,16.65,,46.04,0.66,20.7543333333333,5.44E-05,0.00014999,0.76319160984379,26.40683395622,27.4689595045546
6,,568.5,3163.60655737705,227.25,17.25,,45.2,0.79,19.8096666666667,5.53E-05,0.00014923,0.76909373784997,26.5479308538502,27.6712615495021
5,,569.5,3170.81967213115,228.6,18.6,,44.56,0.79,19.8656666666667,5.53E-05,0.00014634,0.77301058594195,26.6249347939489,27.8316518596597
4,,570.5,3178.03278688525,230.87,20.87,,44.23,0.74,19.921,5.42E-05,0.00014083,0.77259640841281,26.583837740257,27.9411402915308
3,,571.5,3185.24590163934,234.27,24.27,,44.4,0.7,19.3093333333333,5.16E-05,5.8505E-05,0.76431251594172,26.380120886501,28.0191304904188
,,572.5,,,,,,,,,,,,
,,573.5,,,,,,,,,,,,
,,574.5,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,574.5,,,,,,,,,,,,
,,575.5,,,,,,,,,,,,
,,576.5,,,,,,,,,,,,
,,577.5,,,,,,,,,,,,
,,578.5,,,,,,,,,,,,
,,579.5,,,,,,,,,,,,
,,580.5,,,,,,,,,,,,
,,581.5,,,,,,,,,,,,
,,582.5,,,,,,,,,,,,
,,583.5,,,,,,,,,,,,
84,,584.5,3279.01639344262,94.98,14.98,-80,54.07,1.9,9.8237,1.73E-05,4.9602E-05,0.61683579586296,24.2905405405405,24.3805443930548
83,,585.5,3286.22950819672,94.01,14.01,,55.48,1.73,9.12756666666667,1.44E-05,4.3054E-05,0.60559147532539,23.4274193548387,23.5803804886845
82,,586.5,3293.44262295082,95.88,15.88,,55.88,1.67,8.76473333333333,1.23E-05,3.8732E-05,0.59594757103613,22.5352112676056,22.9231252618349
81,,587.5,3300.65573770492,98.35,18.35,,55.44,1.61,8.7351,1.1E-05,3.5861E-05,0.59243295801561,21.5957446808511,22.3021077283372
80,,588.5,3307.86885245902,99.87,19.87,,54.78,1.63,8.7056,1.03E-05,3.3895E-05,0.59914408739188,20.2923976608187,21.8304590413391
79,,589.5,3315.08196721311,100.25,20.25,,54.21,1.62,9.34283333333333,9.79E-06,3.253E-05,0.60250895009812,19.549356223176,21.4894616727077
78,,590.5,3322.29508196721,99.9,19.9,,53.61,1.52,9.3133,9.47E-06,3.1514E-05,0.60727075212749,19.0088105726872,21.2428191116716
77,,591.5,3329.50819672131,99.25,19.25,,52.6,1.39,8.95033333333333,9.33E-06,3.0724E-05,0.61758190405303,18.7389380530973,21.0553440363652
76,,592.5,3336.72131147541,98.41,18.41,,50.89,1.31,8.9209,9.38E-06,3.0129E-05,0.63685641971953,18.7719298245614,20.9277045640682
75,,593.5,3343.93442622951,97.57,17.57,,48.68,1.3,9.2245,9.57E-06,2.969E-05,0.66258815748875,19.025974025974,20.827928271652
74,,594.5,3351.14754098361,97.12,17.12,,46.66,1.35,8.52846666666667,9.79E-06,2.9383E-05,0.68784240025517,19.2584745762712,20.773988996301
73,,595.5,3358.3606557377,97.13,17.13,,45.62,1.46,8.83216666666667,9.96E-06,2.9141E-05,0.70709807082454,19.3333333333333,20.7432166732206
72,,596.5,3365.5737704918,97.11,17.11,,45.68,1.55,9.13613333333333,9.96E-06,2.8853E-05,0.71297013194596,19.3670886075949,20.7146596443359
71,,597.5,3372.7868852459,96.45,16.45,,46.53,1.66,9.10633333333333,9.8E-06,2.8478E-05,0.70851907831432,19.3103448275862,20.6927204292464
70,,598.5,3380,94.97,14.97,,47.76,1.77,8.74346666666667,9.55E-06,2.8107E-05,0.69953642780126,19.2600896860987,20.682798663596
69,,599.5,3387.2131147541,93.47,13.47,,48.76,1.75,8.71403333333333,9.35E-06,2.7839E-05,0.69392664924686,19.197247706422,20.6802888560643
68,,600.5,3394.4262295082,92.51,12.51,,48.89,1.62,8.68453333333333,9.33E-06,2.7653E-05,0.69910830576986,19.1898148148148,20.6911186709383
67,,601.5,3401.63934426229,92.34,12.34,,48.16,1.5,8.98823333333333,9.48E-06,2.7474E-05,0.71512594184119,19.2272727272727,20.7039217311997
66,,602.5,3408.85245901639,92.77,12.77,,46.97,1.57,8.6254,9.7E-06,2.7322E-05,0.73648904186982,19.2920353982301,20.7215894920609
65,,603.5,3416.06557377049,93.32,13.32,,45.7,1.65,8.59596666666667,9.91E-06,2.7302E-05,0.75661965082723,19.3776824034335,20.7236348478533
64,,604.5,3423.27868852459,93.46,13.46,,44.4,1.8,7.89963333333333,1.01E-05,2.7444E-05,0.77169086724113,19.4583333333333,20.7060077261223
63,,605.5,3430.49180327869,93.47,13.47,,43.24,1.85,8.8701,1.02E-05,2.7675E-05,0.77529897564819,19.5918367346939,20.6977859351489
62,,606.5,3437.70491803279,93.43,13.43,,41.94,1.95,8.84063333333333,1.02E-05,2.7877E-05,0.76882764544494,19.7983870967742,20.7026929747063
61,,607.5,3444.91803278689,93.42,13.42,,40.59,2.03,8.8111,1.01E-05,2.795E-05,0.75577372233086,19.8795180722892,20.717493879007
60,,608.5,3452.13114754098,93.92,13.92,,39.51,2.09,8.11503333333333,9.89E-06,2.7799E-05,0.73812672249901,19.8163265306122,20.7276608130397
59,,609.5,3459.34426229508,94.97,14.97,,39,2.08,8.41863333333333,9.55E-06,2.7305E-05,0.71662284222182,19.6822033898305,20.7349589790337
58,,610.5,3466.55737704918,95.94,15.94,,39.19,2,8.38923333333334,9.13E-06,2.6401E-05,0.6975013390875,19.5291479820628,20.7388139086497
57,,611.5,3473.77049180328,96.57,16.57,,40.22,1.91,7.69313333333333,8.62E-06,2.5237E-05,0.68108817125866,19.5169082125604,20.7282811528095
56,,612.5,3480.98360655738,96.39,16.39,,41.9,1.92,7.997,8.04E-06,2.4133E-05,0.6645608762462,19.4210526315789,20.7301593074853
55,,613.5,3488.19672131147,95.76,15.76,,43.64,2,7.30096666666667,7.43E-06,2.3355E-05,0.64223497075247,19.3428571428571,20.7317821725203
54,,614.5,3495.40983606557,95.56,15.56,,44.83,2.26,6.9381,6.93E-06,2.301E-05,0.61897030176888,19.1212121212121,20.7517520915281
53,,615.5,3502.62295081967,96.96,16.96,,44.68,2.43,7.24203333333333,6.65E-06,2.3147E-05,0.60286694971978,18.78125,20.7851854873249
52,,616.5,3509.83606557377,99.69,19.69,,43.01,2.55,7.5459,6.68E-06,2.3738E-05,0.60200236843364,18.4567901234568,20.8161730327486
51,,617.5,3517.04918032787,102.52,22.52,,40.16,2.51,7.51646666666667,7.07E-06,2.4738E-05,0.62128624316253,18.3235294117647,20.8498527580687
50,,618.5,3524.26229508197,103.73,23.73,,37.4,2.48,7.82043333333333,7.74E-06,2.6074E-05,0.6526687583075,18.3783783783784,20.8845734890884
49,,619.5,3531.47540983607,103.07,23.07,,35.6,2.58,8.45763333333333,8.46E-06,2.7529E-05,0.67682929972254,18.5572139303483,20.9268541479801
48,,620.5,3538.68852459016,101.24,21.24,,35.07,2.72,8.4282,9.02E-06,2.869E-05,0.68349060737715,18.7096774193548,20.9843198423775
47,,621.5,3545.90163934426,99.13,19.13,,35.52,2.79,8.73213333333334,9.27E-06,2.9142E-05,0.67400890575686,18.6830357142857,21.0298982585357
46,,622.5,3553.11475409836,97.34,17.34,,36.92,2.79,8.36946666666667,9.11E-06,2.871E-05,0.65210190988024,18.5227272727273,21.0725089375745
45,,623.5,3560.32786885246,96.45,16.45,,39.26,2.63,8.33973333333333,8.61E-06,2.7699E-05,0.62558511690605,18.1884057971014,20.9784489539091
44,,624.5,3567.54098360656,96.98,16.98,,42.35,2.48,7.31036666666667,7.96E-06,2.6624E-05,0.59946720132886,17.7486910994764,21.1334160369911
43,,625.5,3574.75409836066,99.15,19.15,,45.77,2.33,7.28096666666667,7.34E-06,2.5902E-05,0.57509448700139,17.3295454545455,21.1584831952583
42,,626.5,3581.96721311475,102.7,22.7,,48.51,2.25,7.25146666666667,6.96E-06,2.5677E-05,0.56052164724321,17.0121951219512,21.2011124630627
41,,627.5,3589.18032786885,106.08,26.08,,49.4,2.23,7.22206666666667,6.91E-06,2.5958E-05,0.56137131252708,16.9444444444444,21.270575407991
40,,628.5,3596.39344262295,106.96,26.96,,48.22,2.45,7.19266666666667,7.19E-06,2.6696E-05,0.57779544173349,17.189349112426,21.3603901759275
39,,629.5,3608.57142857143,104.58,24.58,,45.5,2.6,7.82976666666667,7.72E-06,2.7736E-05,0.60323642257105,17.8888888888889,21.4503790955862
38,,630.5,3625.71428571428,100.69,20.69,,42.44,2.7,7.80003333333333,8.39E-06,2.8942E-05,0.63100758724313,18.6989795918367,21.5512330104989
37,,631.5,3642.85714285714,97.87,17.87,,39.68,2.54,8.1039,9.02E-06,3.0309E-05,0.65012137829057,19.4883720930233,21.6920895592153
36,,632.5,3660,97.13,17.13,,37.81,2.32,7.7412,9.5E-06,3.1745E-05,0.65383542432243,19.9563318777293,21.8554048426438
35,,633.5,3677.14285714286,98.35,18.35,,37.33,2.18,8.04533333333333,9.73E-06,3.2755E-05,0.639372507337,20.0285714285714,22.0612476907773
34,,634.5,3694.28571428571,100.6,20.6,,38.18,2.17,8.3492,9.73E-06,3.2769E-05,0.61965746436919,19.8936170212766,22.2684610075914
