"Position  (cm, u-channel)",Core,"Depth (cm)","Age (years BP) MS Augusta  C14_optimized","Decl ChRM measured","Decl ChRM  (rotated)","arbitrary rotation","Incl ChRM ",MAD,"MS-mean (10E-05 SI)","Intensity NRM_0mT (emu/cc)","Intensity ARM_0mT (emu/cc)","NRM/ARM_0mT norm max","MDF_NRM (mT)","MDF_ARM (mT)"
33,,635.5,3711.42857142857,102.05,22.05,,39.95,2.3,8.31966666666667,9.51E-06,3.1622E-05,0.60538795748469,19.7098214285714,22.4365376612568
32,,636.5,3728.57142857143,101.06,21.06,,42.37,2.49,7.9572,9.01E-06,2.9409E-05,0.59436319105238,19.4471153846154,22.5326181501885
31,,637.5,3745.71428571428,98.01,18.01,,44.78,2.55,7.59433333333333,8.27E-06,2.6577E-05,0.58659951727191,19.1798941798942,22.5003148019895
30,,638.5,3762.85714285714,94.36,14.36,,46.63,2.48,6.8985,7.43E-06,2.3829E-05,0.58317554837526,18.6764705882353,22.2456752896366
29,,639.5,3780,92.03,12.03,,48.08,2.32,6.5358,6.66E-06,2.1661E-05,0.58302188996933,17.9354838709677,21.9096843316601
28,,640.5,3797.14285714286,92.57,12.57,,48.96,2.06,6.83983333333333,6.09E-06,2.0203E-05,0.58648274518867,17.0486111111111,21.5769985232858
27,,641.5,3814.28571428571,94.83,14.83,,48.96,1.82,6.14396666666667,5.75E-06,1.9305E-05,0.59370188786858,16.3669064748201,21.2861316295751
26,,642.5,3831.42857142857,96.93,16.93,,48.33,1.65,6.11456666666667,5.58E-06,1.8885E-05,0.6029493648872,15.8823529411765,21.0816556208578
25,,643.5,3848.57142857143,97.99,17.99,,47.87,1.52,6.08496666666667,5.51E-06,1.8875E-05,0.60862678146452,15.5263157894737,20.9441366574331
24,,644.5,3865.71428571428,97.71,17.71,,47.88,1.6,6.7225,5.49E-06,1.9151E-05,0.60673889069685,15.2692307692308,20.8409172708108
23,,645.5,3882.85714285714,96.56,16.56,,48.21,1.97,6.6931,5.51E-06,1.9575E-05,0.60017319032726,15.1574803149606,20.7722897669706
22,,646.5,3900,95.42,15.42,,48.08,2.49,6.66376666666667,5.58E-06,2.0129E-05,0.59463282192324,15.12,20.7357669288223
21,,647.5,3917.14285714286,95.77,15.77,,47.26,2.99,6.63463333333333,5.73E-06,2.0826E-05,0.59381186519721,15,20.7128774764378
20,,648.5,3934.28571428571,97.79,17.79,,45.84,3.09,6.60543333333333,5.99E-06,2.1722E-05,0.59998087550468,14.7810218978102,20.7380245079837
19,,649.5,3951.42857142857,100.11,20.11,,44.48,2.94,6.57623333333333,6.35E-06,2.2854E-05,0.60980413508138,14.5238095238095,20.7797054446098
18,,650.5,3968.57142857143,101.63,21.63,,43.32,2.61,7.21316666666667,6.77E-06,2.4153E-05,0.61793514261739,14.46875,20.8440861346749
17,,651.5,3985.71428571428,101.98,21.98,,42.22,2.25,7.5173,7.22E-06,2.5546E-05,0.62356619821966,14.6242774566474,20.9603782169209
16,,652.5,4002.85714285714,101.23,21.23,,40.89,2.02,7.82176666666667,7.74E-06,2.6814E-05,0.63202535594656,14.8648648648649,21.0466913750396
15,,653.5,4020,99.78,19.78,,39.55,2.13,8.12593333333333,8.3E-06,2.7706E-05,0.64570319655893,15.1776649746193,21.1493643131222
14,,654.5,4037.14285714286,98.14,18.14,,38.61,2.35,8.5968,8.74E-06,2.7909E-05,0.65804266388961,15.4854368932039,21.2335118304221
13,,655.5,4054.28571428571,96.79,16.79,,38.55,2.61,9.0676,8.9E-06,2.7309E-05,0.6652152242703,15.7211538461538,21.2755972696246
12,,656.5,4071.42857142857,96.26,16.26,,39.37,2.76,8.37163333333333,8.73E-06,2.6113E-05,0.66684499405685,15.8663366336634,21.2741597931799
11,,657.5,4088.57142857143,96.8,16.8,,41.01,2.71,8.00923333333333,8.34E-06,2.4767E-05,0.66623237179335,15.9162303664922,21.2181976992696
10,,658.5,4105.71428571428,98.25,18.25,,42.84,2.45,7.64676666666667,7.94E-06,2.3613E-05,0.66874961858739,15.9562841530055,21.1712351745506
9,,659.5,4122.85714285714,99.75,19.75,,43.99,2.18,7.61756666666667,7.7E-06,2.2645E-05,0.68023035323349,16.123595505618,21.1461883780863
8,,660.5,4140,100.5,20.5,,44.41,2.04,7.25496666666667,7.62E-06,2.173E-05,0.70193855185185,16.2921348314607,21.1348827106864
7,,661.5,4157.14285714286,99.76,19.76,,44.63,2.07,7.8928,7.55E-06,2.0678E-05,0.72477578396204,16.5254237288136,21.1023586400471
6,,662.5,4174.28571428571,97.22,17.22,,45.02,2.29,7.531,7.38E-06,2.0678E-05,0.74449927623724,16.7816091954023,21.0766488413547
